File,SentenceNumber,Sentence,Translation,TimeStamp,author,raw,authorEmoji,textEmoji,authorNon,textNon
A_1,18,‪SupportoBullo2‬ : Bullo1 ha ragione ! ! ! ! !,‪SupportoBullo2 : Bullo1 is right ! ! ! ! !,empty,‪SupportoBullo2‬ , Bullo1 ha ragione ! ! ! ! !,‪SupportoBullo2‬,Bullo1 ha ragione ! ! ! ! !,‪SupportoBullo2‬,Bullo1 ha ragione ! ! ! ! !
A_1,19,‪Bullo1‬ : Ovvio,‪Bullo1 : Of course,empty,‪Bullo1‬ , Ovvio,‪Bullo1‬,Ovvio,‪Bullo1‬,Ovvio
A_1,20,‪Bullo1‬ : ! ! ! ! !,‪Bullo1 : ! ! ! ! !,empty,‪Bullo1‬ , ! ! ! ! !,‪Bullo1‬,! ! ! ! !,‪Bullo1‬,! ! ! ! !
A_1,21,‪Bullo1‬ : Ma poi con chi con altre femmine,"‪Bullo1 : But then with whom, with other females",empty,‪Bullo1‬ , Ma poi con chi con altre femmine,‪Bullo1‬,Ma poi con chi con altre femmine,‪Bullo1‬,Ma poi con chi con altre femmine
A_1,22,‪Bullo1‬ : Tra l'altro femmine come te,‪Bullo1 : females like you by the way,empty,‪Bullo1‬ , Tra l'altro femmine come te,‪Bullo1‬,Tra l'altro femmine come te,‪Bullo1‬,Tra l'altro femmine come te
A_1,23,‪SupportoBullo2‬ : Oooooooooooooooooo &#128514;,‪SupportoBullo2 : Oooooooooooooo &#128514,empty,‪SupportoBullo2‬ , Oooooooooooooooooo &#128514;,‪SupportoBullo2‬,Oooooooooooooooooo 😂,‪SupportoBullo2‬,Oooooooooooooooooo 
A_1,24,"‪SupportoVittima3‬ : Lasciali stare , se ti piace ballare balla , se ti piace cantare canta , senza pregiudizi &#128076;","‪SupportoVittima3 : Leave them alone, if you like to dance, dance, if you like to sing, sing, free of prejudice &#128076;",empty,‪SupportoVittima3‬ ," Lasciali stare , se ti piace ballare balla , se ti piace cantare canta , senza pregiudizi &#128076;",‪SupportoVittima3‬,"Lasciali stare , se ti piace ballare balla , se ti piace cantare canta , senza pregiudizi 👌",‪SupportoVittima3‬,"Lasciali stare , se ti piace ballare balla , se ti piace cantare canta , senza pregiudizi "
A_1,25,‪Bullo1‬ : Si e tu vai a giocare a rugby,"‪Bullo1 : Yes, and you go play rugby.",empty,‪Bullo1‬ , Si e tu vai a giocare a rugby,‪Bullo1‬,Si e tu vai a giocare a rugby,‪Bullo1‬,Si e tu vai a giocare a rugby
A_1,26,‪Bullo1‬ : Stessa cosa,‪Bullo1 : Same thing,empty,‪Bullo1‬ , Stessa cosa,‪Bullo1‬,Stessa cosa,‪Bullo1‬,Stessa cosa
A_1,27,‪SupportoBullo2‬ : &#128514; &#128514;,‪SupportoBullo2 : But are you sure you have been selected for the recital &#129315; or do you infiltrate to make an impression,empty,‪SupportoBullo2‬ , &#128514; &#128514;,‪SupportoBullo2‬,😂 😂,‪SupportoBullo2‬, 
A_1,28,‪SupportoBullo2‬ : Smerdati alla grande,‪SupportoBullo2 : You have been brilliantly shamed,empty,‪SupportoBullo2‬ , Smerdati alla grande,‪SupportoBullo2‬,Smerdati alla grande,‪SupportoBullo2‬,Smerdati alla grande
A_1,29,Vittima : Grazie . Ma se a me piace ballare e a Bullo1 piace giocare a rugby che problema ci sarebbe ?,"Vittima : Thank you. But if I like to dance and Bullo1 likes to play rugby, what would be the problem?",empty,Vittima , Grazie . Ma se a me piace ballare e a Bullo1 piace giocare a rugby che problema ci sarebbe ?,Vittima,Grazie . Ma se a me piace ballare e a Bullo1 piace giocare a rugby che problema ci sarebbe ?,Vittima,Grazie . Ma se a me piace ballare e a Bullo1 piace giocare a rugby che problema ci sarebbe ?
A_1,30,‪Bullo1‬ : Che danza non è da maschi,‪Bullo1 : That ballet is not for boys,empty,‪Bullo1‬ , Che danza non è da maschi,‪Bullo1‬,Che danza non è da maschi,‪Bullo1‬,Che danza non è da maschi
A_1,31,‪Bullo1‬ : Ovvio,‪Bullo1 : Of course,empty,‪Bullo1‬ , Ovvio,‪Bullo1‬,Ovvio,‪Bullo1‬,Ovvio
A_1,32,"‪SupportoVittima3‬ : E la gente che non si fa MAI , MAI , MAI i cavolacci suoi","‪SupportoVittima3 : And people who NEVER, EVER, EVER mind their own business.",empty,‪SupportoVittima3‬ ," E la gente che non si fa MAI , MAI , MAI i cavolacci suoi",‪SupportoVittima3‬,"E la gente che non si fa MAI , MAI , MAI i cavolacci suoi",‪SupportoVittima3‬,"E la gente che non si fa MAI , MAI , MAI i cavolacci suoi"
A_1,33,‪Bullo1‬ : Sei così effemminato che intorno a te ci sono più finocchi che in un orto,‪Bullo1 : You're so effeminate that there are more pansies around you than in a garden.,empty,‪Bullo1‬ , Sei così effemminato che intorno a te ci sono più finocchi che in un orto,‪Bullo1‬,Sei così effemminato che intorno a te ci sono più finocchi che in un orto,‪Bullo1‬,Sei così effemminato che intorno a te ci sono più finocchi che in un orto
A_1,34,‪SupportoBullo2‬ : &#128514; &#128514; &#128514; &#128514; &#128514; &#128514; &#128514; &#128514;,‪SupportoBullo2‬ : &#128514; &#128514; &#128514; &#128514; &#128514; &#128514; &#128514; &#128514;,empty,‪SupportoBullo2‬ , &#128514; &#128514; &#128514; &#128514; &#128514; &#128514; &#128514; &#128514;,‪SupportoBullo2‬,😂 😂 😂 😂 😂 😂 😂 😂,‪SupportoBullo2‬,       
A_1,35,‪SupportoVittima1‬ : Ma cosa vi importa a voi se lui balla ? Se non vi piace ballare non andate neanche a vederlo . Io sicuramente ci saró,‪SupportoVittima1 : But why do you care if he dances ? If you don't like dancing don't even go to see him. I'll be there for sure,empty,‪SupportoVittima1‬ , Ma cosa vi importa a voi se lui balla ? Se non vi piace ballare non andate neanche a vederlo . Io sicuramente ci saró,‪SupportoVittima1‬,Ma cosa vi importa a voi se lui balla ? Se non vi piace ballare non andate neanche a vederlo . Io sicuramente ci saró,‪SupportoVittima1‬,Ma cosa vi importa a voi se lui balla ? Se non vi piace ballare non andate neanche a vederlo . Io sicuramente ci saró
A_1,36,‪Bullo1‬ : Anche io,‪Bullo1 : Me too.,empty,‪Bullo1‬ , Anche io,‪Bullo1‬,Anche io,‪Bullo1‬,Anche io
A_1,37,‪Bullo1‬ : Ma per ridere e prenderlo in giro,‪Bullo1 : Just to laugh and make fun of him.,empty,‪Bullo1‬ , Ma per ridere e prenderlo in giro,‪Bullo1‬,Ma per ridere e prenderlo in giro,‪Bullo1‬,Ma per ridere e prenderlo in giro
A_1,38,‪SupportoVittima3‬ : Sei un MOSTRO,‪SupportoVittima3 : You are a MONSTER,empty,‪SupportoVittima3‬ , Sei un MOSTRO,‪SupportoVittima3‬,Sei un MOSTRO,‪SupportoVittima3‬,Sei un MOSTRO
A_1,39,‪SupportoVittima1‬ : Non ha senso lasciatelo stare,"‪SupportoVittima1 : It's nonsense, leave him alone",empty,‪SupportoVittima1‬ , Non ha senso lasciatelo stare,‪SupportoVittima1‬,Non ha senso lasciatelo stare,‪SupportoVittima1‬,Non ha senso lasciatelo stare
A_1,40,‪SupportoVittima3‬ : Esatto,‪SupportoVittima3 : Exactly,empty,‪SupportoVittima3‬ , Esatto,‪SupportoVittima3‬,Esatto,‪SupportoVittima3‬,Esatto
A_1,41,‪SupportoBullo2‬ : Ci sarò ovviamente alla figuraccia che farà Vittima,‪SupportoBullo2 : Of course I'll be there when Vittima will make a fool of himself.,empty,‪SupportoBullo2‬ , Ci sarò ovviamente alla figuraccia che farà Vittima,‪SupportoBullo2‬,Ci sarò ovviamente alla figuraccia che farà Vittima,‪SupportoBullo2‬,Ci sarò ovviamente alla figuraccia che farà Vittima
A_1,42,‪SupportoVittima3‬ : FORZA Vittima io credo in te,"‪SupportoVittima3 : Come on Vittima, I believe in you",empty,‪SupportoVittima3‬ , FORZA Vittima io credo in te,‪SupportoVittima3‬,FORZA Vittima io credo in te,‪SupportoVittima3‬,FORZA Vittima io credo in te
A_1,43,‪SupportoBullo2‬ : L unico finocchio che ballerà insieme alle ragazze,‪SupportoBullo2 : The only fag who will dance with the girls,empty,‪SupportoBullo2‬ , L unico finocchio che ballerà insieme alle ragazze,‪SupportoBullo2‬,L unico finocchio che ballerà insieme alle ragazze,‪SupportoBullo2‬,L unico finocchio che ballerà insieme alle ragazze
A_1,44,‪SupportoVittima1‬ : Ma vorrei vederti io ballare ! Sicuramente è più bravo di voi,‪SupportoVittima1 : But I'd like to see you dance! I'm sure he's better than you.,empty,‪SupportoVittima1‬ , Ma vorrei vederti io ballare ! Sicuramente è più bravo di voi,‪SupportoVittima1‬,Ma vorrei vederti io ballare ! Sicuramente è più bravo di voi,‪SupportoVittima1‬,Ma vorrei vederti io ballare ! Sicuramente è più bravo di voi
A_1,45,‪Bullo1‬ : Farò stampare Delle magliette con te in tutù,‪Bullo1 : I'll have T-shirts printed with you wearing a tutu.,empty,‪Bullo1‬ , Farò stampare Delle magliette con te in tutù,‪Bullo1‬,Farò stampare Delle magliette con te in tutù,‪Bullo1‬,Farò stampare Delle magliette con te in tutù
A_1,46,‪SupportoBullo2‬ : Grande Bullo1 &#128514;,‪SupportoBullo2 : Great Bullo1 &#128514,empty,‪SupportoBullo2‬ , Grande Bullo1 &#128514;,‪SupportoBullo2‬,Grande Bullo1 😂,‪SupportoBullo2‬,Grande Bullo1 
A_1,47,‪SupportoVittima3‬ : Invece e` fortunatissimo,‪SupportoVittima3 : he is very lucky instead,empty,‪SupportoVittima3‬ , Invece e` fortunatissimo,‪SupportoVittima3‬,Invece e` fortunatissimo,‪SupportoVittima3‬,Invece e` fortunatissimo
A_1,48,‪Bullo1‬ : Ad avere noi che lo insultiamo ?,‪Bullo1 : To have us insult him?,empty,‪Bullo1‬ , Ad avere noi che lo insultiamo ?,‪Bullo1‬,Ad avere noi che lo insultiamo ?,‪Bullo1‬,Ad avere noi che lo insultiamo ?
A_1,49,‪Bullo1‬ : Direi di si,‪Bullo1 : I would say yes,empty,‪Bullo1‬ , Direi di si,‪Bullo1‬,Direi di si,‪Bullo1‬,Direi di si
A_1,50,"‪SupportoVittima3‬ : No , ad avere un sacco di ragazze in body che ballano insieme a lui","‪SupportoVittima3 : No, to have a lot of girls in  leotards dancing along with him",empty,‪SupportoVittima3‬ ," No , ad avere un sacco di ragazze in body che ballano insieme a lui",‪SupportoVittima3‬,"No , ad avere un sacco di ragazze in body che ballano insieme a lui",‪SupportoVittima3‬,"No , ad avere un sacco di ragazze in body che ballano insieme a lui"
A_1,51,‪Bullo1‬ : Ma se è Gay,‪Bullo1 : But if he is gay,empty,‪Bullo1‬ , Ma se è Gay,‪Bullo1‬,Ma se è Gay,‪Bullo1‬,Ma se è Gay
A_1,52,‪SupportoBullo2‬ : Non gli importa niente delle ragazze ma appena vede un uomo si eccita &#128514;,‪SupportoBullo2 : He doesn't care about girls but as soon as he sees a man he gets excited &#128514,empty,‪SupportoBullo2‬ , Non gli importa niente delle ragazze ma appena vede un uomo si eccita &#128514;,‪SupportoBullo2‬,Non gli importa niente delle ragazze ma appena vede un uomo si eccita 😂,‪SupportoBullo2‬,Non gli importa niente delle ragazze ma appena vede un uomo si eccita 
A_1,53,‪Bullo1‬ : Dallo spalto si vedono solo ragazze,‪Bullo1 : From the stalls (also: from the audience)you can only see girls,empty,‪Bullo1‬ , Dallo spalto si vedono solo ragazze,‪Bullo1‬,Dallo spalto si vedono solo ragazze,‪Bullo1‬,Dallo spalto si vedono solo ragazze
A_1,54,‪Bullo1‬ : Compreso lei,‪Bullo1 : Including her.,empty,‪Bullo1‬ , Compreso lei,‪Bullo1‬,Compreso lei,‪Bullo1‬,Compreso lei
A_1,55,‪SupportoVittima3‬ : Ma cosa vi ha fatto ?,‪SupportoVittima3 : What has he done to you ?,empty,‪SupportoVittima3‬ , Ma cosa vi ha fatto ?,‪SupportoVittima3‬,Ma cosa vi ha fatto ?,‪SupportoVittima3‬,Ma cosa vi ha fatto ?
A_1,56,‪Bullo1‬ : Niente stiamo solo dicendo la verità,"‪Bullo1 : Nothing, we are just telling the truth",empty,‪Bullo1‬ , Niente stiamo solo dicendo la verità,‪Bullo1‬,Niente stiamo solo dicendo la verità,‪Bullo1‬,Niente stiamo solo dicendo la verità
A_1,57,‪SupportoVittima1‬ : No,‪SupportoVittima1 : No,empty,‪SupportoVittima1‬ , No,‪SupportoVittima1‬,No,‪SupportoVittima1‬,No
A_1,58,‪Bullo1‬ : Si invece,‪Bullo1 : Oh yes.,empty,‪Bullo1‬ , Si invece,‪Bullo1‬,Si invece,‪Bullo1‬,Si invece
A_1,59,‪SupportoVittima3‬ : Ma se sapete che la VOSTRA verità può fare male a qualcuno tacete e basta dite di non venire e il problema finisce qua`,"‪SupportoVittima3 : But if you know that YOUR truth can hurt someone just shut up, say you will not go and the problem ends here",empty,‪SupportoVittima3‬ , Ma se sapete che la VOSTRA verità può fare male a qualcuno tacete e basta dite di non venire e il problema finisce qua`,‪SupportoVittima3‬,Ma se sapete che la VOSTRA verità può fare male a qualcuno tacete e basta dite di non venire e il problema finisce qua`,‪SupportoVittima3‬,Ma se sapete che la VOSTRA verità può fare male a qualcuno tacete e basta dite di non venire e il problema finisce qua`
A_1,60,‪Bullo1‬ : Ma noi verremmo,‪Bullo1 : But we would come,empty,‪Bullo1‬ , Ma noi verremmo,‪Bullo1‬,Ma noi verremmo,‪Bullo1‬,Ma noi verremmo
A_1,61,‪SupportoVittima3‬ : VOSTRA= MENZOGNA,‪SupportoVittima3 : YOUR = LIE (THAT'S A LIE!),empty,‪SupportoVittima3‬ , VOSTRA= MENZOGNA,‪SupportoVittima3‬,VOSTRA= MENZOGNA,‪SupportoVittima3‬,VOSTRA= MENZOGNA
A_1,62,‪Bullo1‬ : Con i nostri bei cori,‪Bullo1 : With our beautiful choirs,empty,‪Bullo1‬ , Con i nostri bei cori,‪Bullo1‬,Con i nostri bei cori,‪Bullo1‬,Con i nostri bei cori
A_1,63,‪SupportoVittima1‬ : E perché non lo fate ?,‪SupportoVittima1 : Why don't you do it?,empty,‪SupportoVittima1‬ , E perché non lo fate ?,‪SupportoVittima1‬,E perché non lo fate ?,‪SupportoVittima1‬,E perché non lo fate ?
A_1,64,‪Bullo1‬ : Cosa,‪Bullo1 : What,empty,‪Bullo1‬ , Cosa,‪Bullo1‬,Cosa,‪Bullo1‬,Cosa
A_1,65,‪Bullo1‬ : ? ? ?,‪Bullo1 : ? ? ?,empty,‪Bullo1‬ , ? ? ?,‪Bullo1‬,? ? ?,‪Bullo1‬,? ? ?
A_1,66,‪SupportoVittima1‬ : Quello che ha detto SupportoVittima3,‪SupportoVittima1 : What SupportoVittima3 said,empty,‪SupportoVittima1‬ , Quello che ha detto SupportoVittima3,‪SupportoVittima1‬,Quello che ha detto SupportoVittima3,‪SupportoVittima1‬,Quello che ha detto SupportoVittima3
A_1,67,‪Bullo2‬ : Ma smettetela è una cosa stupida ! ! Ve lo immaginate lui che balla ? ? ?,‪Bullo2 : Stop it. This is stupid! ! Can you imagine him dancing? ? ?,empty,‪Bullo2‬ , Ma smettetela è una cosa stupida ! ! Ve lo immaginate lui che balla ? ? ?,‪Bullo2‬,Ma smettetela è una cosa stupida ! ! Ve lo immaginate lui che balla ? ? ?,‪Bullo2‬,Ma smettetela è una cosa stupida ! ! Ve lo immaginate lui che balla ? ? ?
A_1,68,WA0004 . jpg ( file allegato ),WA0004 . jpg (file attached),empty,empty,WA0004 . jpg ( file allegato ),empty,WA0004 . jpg ( file allegato ),empty,WA0004 . jpg ( file allegato )
A_1,69,‪Bullo2‬ : Farebbe troppo ridere &#128514; &#128514; &#128514;,‪Bullo2 : It would be too funny &#128514;  &#128514;  &#128514,empty,‪Bullo2‬ , Farebbe troppo ridere &#128514; &#128514; &#128514;,‪Bullo2‬,Farebbe troppo ridere 😂 😂 😂,‪Bullo2‬,Farebbe troppo ridere   
A_1,70,‪SupportoVittima3‬ : Si e secondo me è anche bravo,"‪SupportoVittima3 : Yes, and I think he's very good.",empty,‪SupportoVittima3‬ , Si e secondo me è anche bravo,‪SupportoVittima3‬,Si e secondo me è anche bravo,‪SupportoVittima3‬,Si e secondo me è anche bravo
A_1,71,Vittima : Ma se non mi avete mai visto ballare come potete giudicare ?,Vittima : But if you have never seen me dance how can you judge?,empty,Vittima , Ma se non mi avete mai visto ballare come potete giudicare ?,Vittima,Ma se non mi avete mai visto ballare come potete giudicare ?,Vittima,Ma se non mi avete mai visto ballare come potete giudicare ?
A_1,72,Vittima : Venite al saggio e poi ne riparliamo .,Vittima : Come to the recital and then we'll talk.,empty,Vittima , Venite al saggio e poi ne riparliamo .,Vittima,Venite al saggio e poi ne riparliamo .,Vittima,Venite al saggio e poi ne riparliamo .
A_1,73,‪Bullo1‬ : Perfetto,‪Bullo1 : Perfect,empty,‪Bullo1‬ , Perfetto,‪Bullo1‬,Perfetto,‪Bullo1‬,Perfetto
A_1,74,‪Bullo2‬ : Ma figurati,‪Bullo2 : No way.,empty,‪Bullo2‬ , Ma figurati,‪Bullo2‬,Ma figurati,‪Bullo2‬,Ma figurati
A_1,75,‪Bullo2‬ : Lui ? Bravo ? Si a fare figuracce di sicuro,‪Bullo2 : How about him? Good? Yes to make a fool of himself for sure.,empty,‪Bullo2‬ , Lui ? Bravo ? Si a fare figuracce di sicuro,‪Bullo2‬,Lui ? Bravo ? Si a fare figuracce di sicuro,‪Bullo2‬,Lui ? Bravo ? Si a fare figuracce di sicuro
A_1,76,‪Bullo1‬ : Vedremo quanto sei brava Vittima,"‪Bullo1 : We'll see how good you are, Vittima.",empty,‪Bullo1‬ , Vedremo quanto sei brava Vittima,‪Bullo1‬,Vedremo quanto sei brava Vittima,‪Bullo1‬,Vedremo quanto sei brava Vittima
A_1,77,‪Bullo2‬ : Già bravissima immagino,‪Bullo2 : Already very good I imagine,empty,‪Bullo2‬ , Già bravissima immagino,‪Bullo2‬,Già bravissima immagino,‪Bullo2‬,Già bravissima immagino
A_1,78,‪SupportoBullo2‬ : &#128514; &#128514;,‪SupportoBullo2 : &#128514; &#128514,empty,‪SupportoBullo2‬ , &#128514; &#128514;,‪SupportoBullo2‬,😂 😂,‪SupportoBullo2‬, 
A_1,79,‪Bullo2‬ : Facevi meglio a non chiedercelo,‪Bullo2 : You should not have asked.,empty,‪Bullo2‬ , Facevi meglio a non chiedercelo,‪Bullo2‬,Facevi meglio a non chiedercelo,‪Bullo2‬,Facevi meglio a non chiedercelo
A_1,80,‪Bullo1‬ : Si,‪Bullo1 : Yes,empty,‪Bullo1‬ , Si,‪Bullo1‬,Si,‪Bullo1‬,Si
A_1,81,‪SupportoBullo2‬ : Non avresti fatto la figura del deficiente ballerino,‪SupportoBullo2 : You wouldn't have looked like a dancing idiot.,empty,‪SupportoBullo2‬ , Non avresti fatto la figura del deficiente ballerino,‪SupportoBullo2‬,Non avresti fatto la figura del deficiente ballerino,‪SupportoBullo2‬,Non avresti fatto la figura del deficiente ballerino
A_1,82,‪SupportoVittima3‬ : Forse non lo sai ma lr persone cone voi fanno così perché sono insicuri di tutto e si divertono a passare a qeste incertezze a la gente +debole,"‪SupportoVittima3 : Maybe you don't know it, but people like you do this because they're insecure about everything and they enjoy passing these insecurities to weaker people.",empty,‪SupportoVittima3‬ , Forse non lo sai ma lr persone cone voi fanno così perché sono insicuri di tutto e si divertono a passare a qeste incertezze a la gente +debole,‪SupportoVittima3‬,Forse non lo sai ma lr persone cone voi fanno così perché sono insicuri di tutto e si divertono a passare a qeste incertezze a la gente +debole,‪SupportoVittima3‬,Forse non lo sai ma lr persone cone voi fanno così perché sono insicuri di tutto e si divertono a passare a qeste incertezze a la gente +debole
A_1,83,‪SupportoVittima3‬ : Senza offesa Vittima,‪SupportoVittima3 : No offense Vittima,empty,‪SupportoVittima3‬ , Senza offesa Vittima,‪SupportoVittima3‬,Senza offesa Vittima,‪SupportoVittima3‬,Senza offesa Vittima
A_1,84,‪Bullo2‬ : Io già me lo immagino tutto rosso in viso che balla come un femminuccia &#128514; &#128514; &#128514;,‪Bullo2 : I can already imagine him all red in the face dancing like a sissy &#128514;  &#128514;  &#128514,empty,‪Bullo2‬ , Io già me lo immagino tutto rosso in viso che balla come un femminuccia &#128514; &#128514; &#128514;,‪Bullo2‬,Io già me lo immagino tutto rosso in viso che balla come un femminuccia 😂 😂 😂,‪Bullo2‬,Io già me lo immagino tutto rosso in viso che balla come un femminuccia   
A_1,85,‪Bullo2‬ : Smettila di difenderlo tanto lo sai anche tu che verrà fuori una schifezza,"‪Bullo2 : Stop defending him, you know it will be a piece of crap.",empty,‪Bullo2‬ , Smettila di difenderlo tanto lo sai anche tu che verrà fuori una schifezza,‪Bullo2‬,Smettila di difenderlo tanto lo sai anche tu che verrà fuori una schifezza,‪Bullo2‬,Smettila di difenderlo tanto lo sai anche tu che verrà fuori una schifezza
A_1,86,‪SupportoVittima3‬ : Se si vergognava non vi avrebbe invitato,‪SupportoVittima3 : If he were ashamed he wouldn't have invited you.,empty,‪SupportoVittima3‬ , Se si vergognava non vi avrebbe invitato,‪SupportoVittima3‬,Se si vergognava non vi avrebbe invitato,‪SupportoVittima3‬,Se si vergognava non vi avrebbe invitato
A_1,87,‪SupportoVittima3‬ : Non è vero,‪SupportoVittima3 : It's not true!,empty,‪SupportoVittima3‬ , Non è vero,‪SupportoVittima3‬,Non è vero,‪SupportoVittima3‬,Non è vero
A_1,88,‪Bullo2‬ : Rido solo a pensarci,‪Bullo2 : I laugh just thinking about it.,empty,‪Bullo2‬ , Rido solo a pensarci,‪Bullo2‬,Rido solo a pensarci,‪Bullo2‬,Rido solo a pensarci
A_1,89,‪SupportoVittima3‬ : Comunque anche se sbaglierà dei passi si sarà impegnato e gia questo é un miglioramento,"‪SupportoVittima3 : However, even if he misses some steps, he will have put in some effort and this is already an improvement.",empty,‪SupportoVittima3‬ , Comunque anche se sbaglierà dei passi si sarà impegnato e gia questo é un miglioramento,‪SupportoVittima3‬,Comunque anche se sbaglierà dei passi si sarà impegnato e gia questo é un miglioramento,‪SupportoVittima3‬,Comunque anche se sbaglierà dei passi si sarà impegnato e gia questo é un miglioramento
A_1,90,‪SupportoVittima1‬ : Ma che ne sai ? Lo hai già visto ballare ?,‪SupportoVittima1 : How do you know? Have you seen him dance yet?,empty,‪SupportoVittima1‬ , Ma che ne sai ? Lo hai già visto ballare ?,‪SupportoVittima1‬,Ma che ne sai ? Lo hai già visto ballare ?,‪SupportoVittima1‬,Ma che ne sai ? Lo hai già visto ballare ?
A_1,91,WA0005 . jpg ( file allegato ),WA0005 . jpg (file attached),empty,empty,WA0005 . jpg ( file allegato ),empty,WA0005 . jpg ( file allegato ),empty,WA0005 . jpg ( file allegato )
