File,SentenceNumber,Sentence,Translation,TimeStamp,author,raw,authorEmoji,textEmoji,authorNon,textNon
B_1,10,"‎24 / 04 / 18 , 14 : 00 - SupportoBullo1 : La smettete di prendere in giro Vittima","‎24 / 04 / 18 , 14 : 00 - SupportoBullo1 : Will you stop making fun of Vittima","24 / 04 / 18 , 14 : 00", - SupportoBullo1 , La smettete di prendere in giro Vittima,- SupportoBullo1,La smettete di prendere in giro Vittima,- SupportoBullo1,La smettete di prendere in giro Vittima
B_1,11,"‎24 / 04 / 18 , 14 : 02 - Bullo1 : Cosa vuoi tu non lo conosci nemmeno , siete tutti è due sfigati cronici &#128514; &#129299; &#129299; &#129299; &#129299; &#129299;","‎24 / 04 / 18 , 14 : 02 - Bullo1 : What do you want, you don't even know him, you are both chronic losers &#128514; &#129299; &#129299; &#129299; &#129299; &#129299;","24 / 04 / 18 , 14 : 02", - Bullo1 ," Cosa vuoi tu non lo conosci nemmeno , siete tutti è due sfigati cronici &#128514; &#129299; &#129299; &#129299; &#129299; &#129299;",- Bullo1,"Cosa vuoi tu non lo conosci nemmeno , siete tutti è due sfigati cronici 😂 🤓 🤓 🤓 🤓 🤓",- Bullo1,"Cosa vuoi tu non lo conosci nemmeno , siete tutti è due sfigati cronici      "
B_1,12,"‎24 / 04 / 18 , 14 : 02 - Vittima : non faccio schifo , ho solo detto la verità alla maestra","‎24 / 04 / 18 , 14 : 02 - Vittima : I don't suck, I just told the teacher the truth.","24 / 04 / 18 , 14 : 02", - Vittima ," non faccio schifo , ho solo detto la verità alla maestra",- Vittima,"non faccio schifo , ho solo detto la verità alla maestra",- Vittima,"non faccio schifo , ho solo detto la verità alla maestra"
B_1,13,"‎24 / 04 / 18 , 14 : 02 - Vittima : ve lo meritate di perdere l'anno se vi comportate così","‎24 / 04 / 18 , 14 : 02 - Vittima : you deserve to stay back a year if you behave like this","24 / 04 / 18 , 14 : 02", - Vittima , ve lo meritate di perdere l'anno se vi comportate così,- Vittima,ve lo meritate di perdere l'anno se vi comportate così,- Vittima,ve lo meritate di perdere l'anno se vi comportate così
B_1,14,"‎24 / 04 / 18 , 14 : 03 - SupportoBullo3 : Siiii proprio cosiiiii &#128545; &#128545; &#128545; &#128545;","‎24 / 04 / 18 , 14 : 03 - SupportoBullo3 : Yes, just like that &#128545; &#128545; &#128545; &#128545;","24 / 04 / 18 , 14 : 03", - SupportoBullo3 , Siiii proprio cosiiiii &#128545; &#128545; &#128545; &#128545;,- SupportoBullo3,Siiii proprio cosiiiii 😡 😡 😡 😡,- SupportoBullo3,Siiii proprio cosiiiii    
B_1,15,"‎24 / 04 / 18 , 14 : 12 - SupportoBullo1 : Avete rotto","‎24 / 04 / 18 , 14 : 12 - SupportoBullo1 : You are bothering","24 / 04 / 18 , 14 : 12", - SupportoBullo1 , Avete rotto,- SupportoBullo1,Avete rotto,- SupportoBullo1,Avete rotto
B_1,16,"‎24 / 04 / 18 , 14 : 13 - SupportoBullo1 : Non va bene","‎24 / 04 / 18 , 14 : 13 - SupportoBullo1 : Not good","24 / 04 / 18 , 14 : 13", - SupportoBullo1 , Non va bene,- SupportoBullo1,Non va bene,- SupportoBullo1,Non va bene
B_1,17,"‎24 / 04 / 18 , 14 : 14 - SupportoBullo1 : Vittima a detto solo la verità","‎24 / 04 / 18 , 14 : 14 - SupportoBullo1 : Vittima told only the truth","24 / 04 / 18 , 14 : 14", - SupportoBullo1 , Vittima a detto solo la verità,- SupportoBullo1,Vittima a detto solo la verità,- SupportoBullo1,Vittima a detto solo la verità
B_1,18,"‎24 / 04 / 18 , 14 : 34 - SupportoBullo2 : Dovrebbe farsi gli affari suoi invece di ficcare sempre il naso negli affari degli altri se non vuole finire all'ospedale","‎24 / 04 / 18 , 14 : 34 - SupportoBullo2 : She should mind her own business instead of always sticking her nose in other people's business if she doesn't want to end up in the hospital.","24 / 04 / 18 , 14 : 34", - SupportoBullo2 , Dovrebbe farsi gli affari suoi invece di ficcare sempre il naso negli affari degli altri se non vuole finire all'ospedale,- SupportoBullo2,Dovrebbe farsi gli affari suoi invece di ficcare sempre il naso negli affari degli altri se non vuole finire all'ospedale,- SupportoBullo2,Dovrebbe farsi gli affari suoi invece di ficcare sempre il naso negli affari degli altri se non vuole finire all'ospedale
B_1,19,"‎24 / 04 / 18 , 14 : 35 - Vittima : che fai mi minacci ?","‎24 / 04 / 18 , 14 : 35 - Vittima : Are you threatening me?","24 / 04 / 18 , 14 : 35", - Vittima , che fai mi minacci ?,- Vittima,che fai mi minacci ?,- Vittima,che fai mi minacci ?
B_1,20,"‎24 / 04 / 18 , 14 : 36 - SupportoBullo1 : Hai ragione","‎24 / 04 / 18 , 14 : 36 - SupportoBullo1 : You are right","24 / 04 / 18 , 14 : 36", - SupportoBullo1 , Hai ragione,- SupportoBullo1,Hai ragione,- SupportoBullo1,Hai ragione
B_1,21,"‎24 / 04 / 18 , 14 : 37 - SupportoVittima1 : Vittima ha fatto solo la cosa giusta , smettetela ! !","‎24 / 04 / 18 , 14 : 37 - SupportoVittima1 : Vittima only did the right thing, stop it ! !","24 / 04 / 18 , 14 : 37", - SupportoVittima1 ," Vittima ha fatto solo la cosa giusta , smettetela ! !",- SupportoVittima1,"Vittima ha fatto solo la cosa giusta , smettetela ! !",- SupportoVittima1,"Vittima ha fatto solo la cosa giusta , smettetela ! !"
B_1,22,"‎24 / 04 / 18 , 14 : 38 - SupportoBullo2 : Si proprio così","‎24 / 04 / 18 , 14 : 38 - SupportoBullo2 : That's right","24 / 04 / 18 , 14 : 38", - SupportoBullo2 , Si proprio così,- SupportoBullo2,Si proprio così,- SupportoBullo2,Si proprio così
B_1,23,"‎24 / 04 / 18 , 14 : 38 - SupportoBullo1 : Non sono affari tuoi","‎24 / 04 / 18 , 14 : 38 - SupportoBullo1 : None of your business","24 / 04 / 18 , 14 : 38", - SupportoBullo1 , Non sono affari tuoi,- SupportoBullo1,Non sono affari tuoi,- SupportoBullo1,Non sono affari tuoi
B_1,24,"‎24 / 04 / 18 , 14 : 38 - SupportoBullo2 : Non mi sembra proprio , intanto noi ci giochiamo l'anno","‎24 / 04 / 18 , 14 : 38 - SupportoBullo2 : I don't think so, in the meantime we’re putting  the (school) year at risk","24 / 04 / 18 , 14 : 38", - SupportoBullo2 ," Non mi sembra proprio , intanto noi ci giochiamo l'anno",- SupportoBullo2,"Non mi sembra proprio , intanto noi ci giochiamo l'anno",- SupportoBullo2,"Non mi sembra proprio , intanto noi ci giochiamo l'anno"
B_1,25,"‎24 / 04 / 18 , 14 : 39 - SupportoVittima1 : Non è colpa mia se avete portato delle sigarette a scuola","‎24 / 04 / 18 , 14 : 39 - SupportoVittima1 : It's not my fault you brought cigarettes to school.","24 / 04 / 18 , 14 : 39", - SupportoVittima1 , Non è colpa mia se avete portato delle sigarette a scuola,- SupportoVittima1,Non è colpa mia se avete portato delle sigarette a scuola,- SupportoVittima1,Non è colpa mia se avete portato delle sigarette a scuola
B_1,26,"‎24 / 04 / 18 , 14 : 39 - Vittima : potevate pensarci prima","‎24 / 04 / 18 , 14 : 39 - Vittima : you could have thought of it sooner","24 / 04 / 18 , 14 : 39", - Vittima , potevate pensarci prima,- Vittima,potevate pensarci prima,- Vittima,potevate pensarci prima
B_1,27,"‎24 / 04 / 18 , 14 : 40 - SupportoBullo1 : Te né in porta spione","24 / 04 / 18 , 14 : 40 - SupportoBullo1 : Why do you care  snitch","24 / 04 / 18 , 14 : 40", - SupportoBullo1 , Te né in porta spione,- SupportoBullo1,Te né in porta spione,- SupportoBullo1,Te né in porta spione
B_1,28,"‎24 / 04 / 18 , 14 : 40 - SupportoBullo2 : Era solo per divertirci scema","‎24 / 04 / 18 , 14 : 40 - SupportoBullo2 : It was just for fun dummy","24 / 04 / 18 , 14 : 40", - SupportoBullo2 , Era solo per divertirci scema,- SupportoBullo2,Era solo per divertirci scema,- SupportoBullo2,Era solo per divertirci scema
B_1,29,"‎24 / 04 / 18 , 14 : 41 - SupportoBullo1 : Ecco ai ragione","‎24 / 04 / 18 , 14 : 41 - SupportoBullo1 : yes, you are right","24 / 04 / 18 , 14 : 41", - SupportoBullo1 , Ecco ai ragione,- SupportoBullo1,Ecco ai ragione,- SupportoBullo1,Ecco ai ragione
B_1,30,"‎24 / 04 / 18 , 14 : 41 - SupportoVittima1 : Potevate farlo fuori da scuola , ma comunque fa male fumare","‎24 / 04 / 18 , 14 : 41 - SupportoVittima1 : You could have done it outside of school, but still, it's bad for you to smoke.","24 / 04 / 18 , 14 : 41", - SupportoVittima1 ," Potevate farlo fuori da scuola , ma comunque fa male fumare",- SupportoVittima1,"Potevate farlo fuori da scuola , ma comunque fa male fumare",- SupportoVittima1,"Potevate farlo fuori da scuola , ma comunque fa male fumare"
B_1,31,"‎24 / 04 / 18 , 14 : 42 - SupportoBullo1 : Lo sanno","‎24 / 04 / 18 , 14 : 42 - SupportoBullo1 : They know","24 / 04 / 18 , 14 : 42", - SupportoBullo1 , Lo sanno,- SupportoBullo1,Lo sanno,- SupportoBullo1,Lo sanno
B_1,32,"‎24 / 04 / 18 , 14 : 42 - SupportoBullo1 : Ma volevano solo scherzare","‎24 / 04 / 18 , 14 : 42 - SupportoBullo1 : But they were just joking","24 / 04 / 18 , 14 : 42", - SupportoBullo1 , Ma volevano solo scherzare,- SupportoBullo1,Ma volevano solo scherzare,- SupportoBullo1,Ma volevano solo scherzare
B_1,33,"‎24 / 04 / 18 , 14 : 43 - SupportoBullo2 : E allora ? ! Questi non sono affari tuoi","‎24 / 04 / 18 , 14 : 43 - SupportoBullo2 : So what? ! This is none of your business","24 / 04 / 18 , 14 : 43", - SupportoBullo2 , E allora ? ! Questi non sono affari tuoi,- SupportoBullo2,E allora ? ! Questi non sono affari tuoi,- SupportoBullo2,E allora ? ! Questi non sono affari tuoi
B_1,34,"‎24 / 04 / 18 , 14 : 43 - SupportoBullo1 : Ecco continua così","‎24 / 04 / 18 , 14 : 43 - SupportoBullo1 : Yeah, go on like this","24 / 04 / 18 , 14 : 43", - SupportoBullo1 , Ecco continua così,- SupportoBullo1,Ecco continua così,- SupportoBullo1,Ecco continua così
B_1,35,"‎24 / 04 / 18 , 14 : 44 - SupportoVittima2 : Questo messaggio è stato eliminato","‎24 / 04 / 18 , 14 : 44 - SupportoVittima2 : This message has been deleted","24 / 04 / 18 , 14 : 44", - SupportoVittima2 , Questo messaggio è stato eliminato,- SupportoVittima2,Questo messaggio è stato eliminato,- SupportoVittima2,Questo messaggio è stato eliminato
B_1,36,"‎24 / 04 / 18 , 14 : 45 - SupportoVittima2 : Sei tu lo sfigaro ( Bullo1 ?","‎24 / 04 / 18 , 14 : 45 - SupportoVittima2 : Are you the loser ( Bullo1 ?","24 / 04 / 18 , 14 : 45", - SupportoVittima2 , Sei tu lo sfigaro ( Bullo1 ?,- SupportoVittima2,Sei tu lo sfigaro ( Bullo1 ?,- SupportoVittima2,Sei tu lo sfigaro ( Bullo1 ?
B_1,37,"‎24 / 04 / 18 , 14 : 45 - SupportoVittima2 : )","‎24 / 04 / 18 , 14 : 45 - SupportoVittima2 : )","24 / 04 / 18 , 14 : 45", - SupportoVittima2 , ),- SupportoVittima2,),- SupportoVittima2,)
B_1,38,"‎24 / 04 / 18 , 14 : 45 - SupportoBullo1 : Haaaaaa","‎24 / 04 / 18 , 14 : 45 - SupportoBullo1 : Haaaaaa","24 / 04 / 18 , 14 : 45", - SupportoBullo1 , Haaaaaa,- SupportoBullo1,Haaaaaa,- SupportoBullo1,Haaaaaa
B_1,39,"‎24 / 04 / 18 , 14 : 45 - SupportoVittima2 : Vittima ha fatto la cosa giusta","‎24 / 04 / 18 , 14 : 45 - SupportoVittima2 : Vittima did the right thing","24 / 04 / 18 , 14 : 45", - SupportoVittima2 , Vittima ha fatto la cosa giusta,- SupportoVittima2,Vittima ha fatto la cosa giusta,- SupportoVittima2,Vittima ha fatto la cosa giusta
B_1,40,"‎24 / 04 / 18 , 14 : 45 - Vittima : Grazie , sono solo invidiosi","‎24 / 04 / 18 , 14 : 45 - Vittima : Thanks, they are just jealous","24 / 04 / 18 , 14 : 45", - Vittima ," Grazie , sono solo invidiosi",- Vittima,"Grazie , sono solo invidiosi",- Vittima,"Grazie , sono solo invidiosi"
B_1,41,"‎24 / 04 / 18 , 14 : 45 - Bullo1 : Ma stai zitta . . . Pure tu secchiona","‎24 / 04 / 18 , 14 : 45 - Bullo1 : Shut up . . . You are a nerd too","24 / 04 / 18 , 14 : 45", - Bullo1 , Ma stai zitta . . . Pure tu secchiona,- Bullo1,Ma stai zitta . . . Pure tu secchiona,- Bullo1,Ma stai zitta . . . Pure tu secchiona
B_1,42,"‎24 / 04 / 18 , 14 : 46 - SupportoBullo2 : Sfigaro ? Wow vedo che l'italiano qui é molto presente . . .","‎24 / 04 / 18 , 14 : 46 - SupportoBullo2 : Loser? Wow I see that Italian is very present here . . .","24 / 04 / 18 , 14 : 46", - SupportoBullo2 , Sfigaro ? Wow vedo che l'italiano qui é molto presente . . .,- SupportoBullo2,Sfigaro ? Wow vedo che l'italiano qui é molto presente . . .,- SupportoBullo2,Sfigaro ? Wow vedo che l'italiano qui é molto presente . . .
B_1,43,"‎24 / 04 / 18 , 14 : 46 - Vittima : se lo meritano di perdere l'anno","‎24 / 04 / 18 , 14 : 46 - Vittima : they deserve to flunk school","24 / 04 / 18 , 14 : 46", - Vittima , se lo meritano di perdere l'anno,- Vittima,se lo meritano di perdere l'anno,- Vittima,se lo meritano di perdere l'anno
B_1,44,"‎24 / 04 / 18 , 14 : 46 - Vittima : perché non studiate e fumate","‎24 / 04 / 18 , 14 : 46 - Vittima : why don't you study and smoke","24 / 04 / 18 , 14 : 46", - Vittima , perché non studiate e fumate,- Vittima,perché non studiate e fumate,- Vittima,perché non studiate e fumate
B_1,45,"‎24 / 04 / 18 , 14 : 46 - SupportoVittima2 : E si","‎24 / 04 / 18 , 14 : 46 - SupportoVittima2 : And yes","24 / 04 / 18 , 14 : 46", - SupportoVittima2 , E si,- SupportoVittima2,E si,- SupportoVittima2,E si
B_1,46,"‎24 / 04 / 18 , 14 : 46 - SupportoBullo2 : Ma zitto","‎24 / 04 / 18 , 14 : 46 - SupportoBullo2 : Shut up!","24 / 04 / 18 , 14 : 46", - SupportoBullo2 , Ma zitto,- SupportoBullo2,Ma zitto,- SupportoBullo2,Ma zitto
B_1,47,"‎24 / 04 / 18 , 14 : 46 - SupportoBullo2 : Taci , questi non sono affari tuoi","‎24 / 04 / 18 , 14 : 46 - SupportoBullo2 : Shut up, this is none of your business","24 / 04 / 18 , 14 : 46", - SupportoBullo2 ," Taci , questi non sono affari tuoi",- SupportoBullo2,"Taci , questi non sono affari tuoi",- SupportoBullo2,"Taci , questi non sono affari tuoi"
B_1,48,"‎24 / 04 / 18 , 14 : 48 - Vittima : invece sì che sono affari miei","‎24 / 04 / 18 , 14 : 48 - Vittima : it is my business","24 / 04 / 18 , 14 : 48", - Vittima , invece sì che sono affari miei,- Vittima,invece sì che sono affari miei,- Vittima,invece sì che sono affari miei
B_1,49,"‎24 / 04 / 18 , 14 : 49 - SupportoBullo1 : No Non sono affari tuoi","‎24 / 04 / 18 , 14 : 49 - SupportoBullo1 : No it ‘s none of your business","24 / 04 / 18 , 14 : 49", - SupportoBullo1 , No Non sono affari tuoi,- SupportoBullo1,No Non sono affari tuoi,- SupportoBullo1,No Non sono affari tuoi
B_1,50,"‎24 / 04 / 18 , 14 : 49 - SupportoBullo1 : Hai capito ?","‎24 / 04 / 18 , 14 : 49 - SupportoBullo1 : Do you understand?","24 / 04 / 18 , 14 : 49", - SupportoBullo1 , Hai capito ?,- SupportoBullo1,Hai capito ?,- SupportoBullo1,Hai capito ?
B_1,51,"‎24 / 04 / 18 , 14 : 52 - SupportoVittima2 : Volevo dire sfigato","‎24 / 04 / 18 , 14 : 52 - SupportoVittima2 : I meant loser","24 / 04 / 18 , 14 : 52", - SupportoVittima2 , Volevo dire sfigato,- SupportoVittima2,Volevo dire sfigato,- SupportoVittima2,Volevo dire sfigato
B_1,52,"‎24 / 04 / 18 , 14 : 52 - SupportoVittima2 : Prima","‎24 / 04 / 18 , 14 : 52 - SupportoVittima2 : First","24 / 04 / 18 , 14 : 52", - SupportoVittima2 , Prima,- SupportoVittima2,Prima,- SupportoVittima2,Prima
B_1,53,"‎24 / 04 / 18 , 14 : 53 - SupportoBullo1 : SupportoVittima2 stai zitta","‎24 / 04 / 18 , 14 : 53 - SupportoBullo1 : SupportoVittima2 shut up","24 / 04 / 18 , 14 : 53", - SupportoBullo1 , SupportoVittima2 stai zitta,- SupportoBullo1,SupportoVittima2 stai zitta,- SupportoBullo1,SupportoVittima2 stai zitta
B_1,54,"‎24 / 04 / 18 , 14 : 56 - SupportoBullo2 : Sisi vedrai come diventeranno affari tuoi quando ti pesteremo","‎24 / 04 / 18 , 14 : 56 - SupportoBullo2 : Sure you'll see how it will become your business when we beat you up.","24 / 04 / 18 , 14 : 56", - SupportoBullo2 , Sisi vedrai come diventeranno affari tuoi quando ti pesteremo,- SupportoBullo2,Sisi vedrai come diventeranno affari tuoi quando ti pesteremo,- SupportoBullo2,Sisi vedrai come diventeranno affari tuoi quando ti pesteremo
B_1,55,"‎24 / 04 / 18 , 14 : 57 - SupportoBullo1 : Ti beccheremo fuori scuola","‎24 / 04 / 18 , 14 : 57 - SupportoBullo1 : We'll catch you outside school","24 / 04 / 18 , 14 : 57", - SupportoBullo1 , Ti beccheremo fuori scuola,- SupportoBullo1,Ti beccheremo fuori scuola,- SupportoBullo1,Ti beccheremo fuori scuola
B_1,56,"‎24 / 04 / 18 , 14 : 58 - SupportoBullo1 : SupportoVittima2 fatti i affari tuoi","‎24 / 04 / 18 , 14 : 58 - SupportoBullo1 : SupportoVittima2 mind your own business","24 / 04 / 18 , 14 : 58", - SupportoBullo1 , SupportoVittima2 fatti i affari tuoi,- SupportoBullo1,SupportoVittima2 fatti i affari tuoi,- SupportoBullo1,SupportoVittima2 fatti i affari tuoi
B_1,57,"‎24 / 04 / 18 , 14 : 58 - SupportoBullo1 : Ok","‎24 / 04 / 18 , 14 : 58 - SupportoBullo1 : Ok","24 / 04 / 18 , 14 : 58", - SupportoBullo1 , Ok,- SupportoBullo1,Ok,- SupportoBullo1,Ok
B_1,58,"‎24 / 04 / 18 , 14 : 58 - Vittima : dovreste studiare invece di offendermi","‎24 / 04 / 18 , 14 : 58 - Vittima : you should study instead of offending me","24 / 04 / 18 , 14 : 58", - Vittima , dovreste studiare invece di offendermi,- Vittima,dovreste studiare invece di offendermi,- Vittima,dovreste studiare invece di offendermi
B_1,59,"‎24 / 04 / 18 , 15 : 00 - SupportoBullo1 : Io studio più di tè , tu cosa studi , studi le parolacce perché non le sai","‎24 / 04 / 18 , 15 : 00 - SupportoBullo1 : I study more than you, what do you study, you study swear words because you don't know them.","24 / 04 / 18 , 15 : 00", - SupportoBullo1 ," Io studio più di tè , tu cosa studi , studi le parolacce perché non le sai",- SupportoBullo1,"Io studio più di tè , tu cosa studi , studi le parolacce perché non le sai",- SupportoBullo1,"Io studio più di tè , tu cosa studi , studi le parolacce perché non le sai"
B_1,60,"‎24 / 04 / 18 , 15 : 03 - SupportoBullo2 : Eh già","‎24 / 04 / 18 , 15 : 03 - SupportoBullo2 : Yep","24 / 04 / 18 , 15 : 03", - SupportoBullo2 , Eh già,- SupportoBullo2,Eh già,- SupportoBullo2,Eh già
B_1,61,"‎24 / 04 / 18 , 16 : 08 - Vittima : ma che ne sapete voi , sapete solo offendere","‎24 / 04 / 18 , 16 : 08 - Vittima : what do you know, you only know how to offend","24 / 04 / 18 , 16 : 08", - Vittima ," ma che ne sapete voi , sapete solo offendere",- Vittima,"ma che ne sapete voi , sapete solo offendere",- Vittima,"ma che ne sapete voi , sapete solo offendere"
B_1,62,"‎24 / 04 / 18 , 16 : 08 - Vittima : intanto vi beccate 3 giorni di sospensione","‎24 / 04 / 18 , 16 : 08 - Vittima : in the meantime you get 3 days suspension","24 / 04 / 18 , 16 : 08", - Vittima , intanto vi beccate 3 giorni di sospensione,- Vittima,intanto vi beccate 3 giorni di sospensione,- Vittima,intanto vi beccate 3 giorni di sospensione
B_1,63,"‎24 / 04 / 18 , 16 : 09 - SupportoBullo2 : Si , per colpa tua marmocchio","‎24 / 04 / 18 , 16 : 09 - SupportoBullo2 : Yes, because of you brat","24 / 04 / 18 , 16 : 09", - SupportoBullo2 ," Si , per colpa tua marmocchio",- SupportoBullo2,"Si , per colpa tua marmocchio",- SupportoBullo2,"Si , per colpa tua marmocchio"
B_1,64,"‎24 / 04 / 18 , 16 : 11 - Vittima : esatto . così la smettete di scrivere cose cattive sul mio conto","‎24 / 04 / 18 , 16 : 11 - Vittima : Exactly. So you will stop writing bad things about me.","24 / 04 / 18 , 16 : 11", - Vittima , esatto . così la smettete di scrivere cose cattive sul mio conto,- Vittima,esatto . così la smettete di scrivere cose cattive sul mio conto,- Vittima,esatto . così la smettete di scrivere cose cattive sul mio conto
B_1,65,"‎24 / 04 / 18 , 16 : 30 - SupportoBullo1 : Si ti sta bene","‎24 / 04 / 18 , 16 : 30 - SupportoBullo1 :  it serves you right","24 / 04 / 18 , 16 : 30", - SupportoBullo1 , Si ti sta bene,- SupportoBullo1,Si ti sta bene,- SupportoBullo1,Si ti sta bene
B_1,66,"‎24 / 04 / 18 , 16 : 30 - SupportoBullo1 : Anche noi faremo la spia","‎24 / 04 / 18 , 16 : 30 - SupportoBullo1 : We will also snitch","24 / 04 / 18 , 16 : 30", - SupportoBullo1 , Anche noi faremo la spia,- SupportoBullo1,Anche noi faremo la spia,- SupportoBullo1,Anche noi faremo la spia
B_1,67,"‎24 / 04 / 18 , 16 : 33 - SupportoBullo1 : Sapete perché Vittima a dei bei voti perché lui va a guardare le domande per essere capace a rispondere alle risposte delle verifiche","‎24 / 04 / 18 , 16 : 33 - SupportoBullo1 : You know why Vittima gets good grades? Because he goes to look at the questions to be able to give the answers on the tests","24 / 04 / 18 , 16 : 33", - SupportoBullo1 , Sapete perché Vittima a dei bei voti perché lui va a guardare le domande per essere capace a rispondere alle risposte delle verifiche,- SupportoBullo1,Sapete perché Vittima a dei bei voti perché lui va a guardare le domande per essere capace a rispondere alle risposte delle verifiche,- SupportoBullo1,Sapete perché Vittima a dei bei voti perché lui va a guardare le domande per essere capace a rispondere alle risposte delle verifiche
B_1,68,"‎24 / 04 / 18 , 16 : 38 - Vittima : non è vero","‎24 / 04 / 18 , 16 : 38 - Vittima : It's not true!","24 / 04 / 18 , 16 : 38", - Vittima , non è vero,- Vittima,non è vero,- Vittima,non è vero
B_1,69,"‎24 / 04 / 18 , 16 : 48 - SupportoBullo2 : Ne siamo sicuri ? !","‎24 / 04 / 18 , 16 : 48 - SupportoBullo2 : Are we sure? !","24 / 04 / 18 , 16 : 48", - SupportoBullo2 , Ne siamo sicuri ? !,- SupportoBullo2,Ne siamo sicuri ? !,- SupportoBullo2,Ne siamo sicuri ? !
