File,SentenceNumber,Sentence,Translation,EntityType,Role,Sarcasm,NonOffensive
A_1,119,‪Bullo2‬ : Molto stupida,‪Bullo2 : Very stupid.,Insult-General_Insult,Harasser,False,False
A_1,120,‪SupportoVittima3‬ : Lascialo fare,‪SupportoVittima3 : Let him do it,Defense,Bystander_defender,False,False
A_1,121,‪Bullo2‬ : Ma smettetela che quando gli diciamo che è messo male va a piangere dalla mammina,‪Bullo2 : Stop it. When we tell him he's a  mess he goes crying to his mommy.,Defamation,Harasser,False,False
A_1,124,‪SupportoVittima3‬ : Allora cosa giudichi,‪SupportoVittima3 : Then why do you judge,Defense,Bystander_defender,False,False
A_1,128,‪Bullo2‬ : Sarà lì davanti a tutti che gli tireranno pomodori addosso,‪Bullo2 : He'll be there in front of everyone throwing tomatoes at him.,Insult-General_Insult,Harasser,False,False
A_1,137,‪Bullo2‬ : Penso che gli unici biglietti comprati sono quelli di sua mamma e i altri due vostri &#128514; &#128514;,‪Bullo2 : I think the only tickets which were bought are those of his mom and the two for you &#128514;  &#128514,Curse_or_Exclusion,Harasser,False,False
A_1,139,‪SupportoVittima3‬ : Taci vala`,‪SupportoVittima3 : Shut up!,Defense,Bystander_defender,False,False
A_1,152,‪Bullo2‬ : Frocioooo,‪Bullo2 : Faggot,Insult-Discrimination-Sexism,Harasser,False,False
A_1,153,‪SupportoBullo2‬ : Vittima non ha speranze è solo un ragazzo disperato che crede di essere figo facendo il gay a danza,"‪SupportoBullo2 : Vittima has no chance. He's just a desperate guy who thinks he's cool, playing gay at ballet.",Insult-General_Insult,Bystander_assistant,False,False
A_1,153,‪SupportoBullo2‬ : Vittima non ha speranze è solo un ragazzo disperato che crede di essere figo facendo il gay a danza,"‪SupportoBullo2 : Vittima has no chance. He's just a desperate guy who thinks he's cool, playing gay at ballet.",Insult-General_Insult,Bystander_assistant,False,False
A_1,153,‪SupportoBullo2‬ : Vittima non ha speranze è solo un ragazzo disperato che crede di essere figo facendo il gay a danza,"‪SupportoBullo2 : Vittima has no chance. He's just a desperate guy who thinks he's cool, playing gay at ballet.",Insult-Discrimination-Sexism,Bystander_assistant,False,False
A_1,153,‪SupportoBullo2‬ : Vittima non ha speranze è solo un ragazzo disperato che crede di essere figo facendo il gay a danza,"‪SupportoBullo2 : Vittima has no chance. He's just a desperate guy who thinks he's cool, playing gay at ballet.",Insult-Discrimination-Sexism,Bystander_assistant,False,False
A_1,154,‪Bullo2‬ : SupportoBullo2 ha ragione,‪Bullo2 : SupportoBullo2 is right,Encouragement_to_the_Harasser,Harasser,False,False
A_1,158,‪Bullo2‬ : Meglio se cadi e muori,‪Bullo2 : Better if you fall down and die.,Curse_or_Exclusion,Harasser,False,False
A_1,160,‪SupportoBullo1‬ : Che finocchietto,‪SupportoBullo1 : What a little faggot,Insult-Discrimination-Sexism,Bystander_assistant,False,False
A_1,167,‪SupportoBullo2‬ : Ma io non ci provo neanche pk se tu non hai il ca**o e riesci a fare questi movimenti . . . vuoi un applauso ?,‪SupportoBullo2 : But I don't even try because if you don't have a dick and can make these movements . . . . do you want a round of applause?,Insult-Discrimination-Sexism,Bystander_assistant,False,False
A_1,169,‪Bullo2‬ : Vuoi solo attenzioni che non ti meriti,‪Bullo2 : You just want attention you don't deserve.,Curse_or_Exclusion,Harasser,False,False
A_1,173,‪SupportoBullo1‬ : Ti credi figo solo pk sai fare quella cazzo di danza,‪SupportoBullo1 : You only think you're cool because you know how to do that f***ing dance.,Insult-General_Insult,Bystander_assistant,False,False
A_1,174,‪Bullo2‬ : E invece non sai fare nemmeno quella,‪Bullo2 : You can't even do that.,Defamation,Harasser,False,False
A_1,175,‪SupportoBullo1‬ : Grande Bullo2,‪SupportoBullo1 : Great Bullo2,Encouragement_to_the_Harasser,Bystander_assistant,False,False
A_1,176,‪Bullo2‬ : Secondo me sarai bravo per i muri,‪Bullo2 : I think you'll be good for the walls.,Insult-General_Insult,Harasser,True,False
A_1,177,‪Bullo2‬ : Magari nemmeno per loro,‪Bullo2 : Maybe not even for them,Insult-General_Insult,Harasser,False,False
A_1,178,‪SupportoBullo2‬ : Ma sicuro che al saggio ti hanno preso &#129315;o fai l infiltrato per fare una figuraccia,‪SupportoBullo2 : But are you sure you have been selected for the recital &#129315,Defamation,Bystander_assistant,False,False
A_1,179,‪Bullo2‬ : Faresti meglio a non presentarti al saggio,‪Bullo2 : You'd better not come to the recital.,Curse_or_Exclusion,Harasser,False,False
A_1,184,‪SupportoBullo1‬ : Faresti meglio a morire,‪SupportoBullo1 : You’d be better off dead,Curse_or_Exclusion,Bystander_assistant,False,False
A_1,186,‪Bullo2‬ : Non mangiare tanto o diventi ancora più obeso,‪Bullo2 : Don't eat so much or you will become even more obese,Insult-BodyShame,Harasser,False,False
A_1,187,‪SupportoBullo2‬ : Poi chi ti vuole vedere &#128514;,"‪SupportoBullo2 : Then, who wants to see you &#128514",Curse_or_Exclusion,Bystander_assistant,False,False
A_1,188,‪Bullo2‬ : In realtà non ti vuole vedere nessuno nemmeno adesso,"‪Bullo2 : No one really wants to see you, not even now.",Curse_or_Exclusion,Harasser,False,False
A_1,189,‪SupportoBullo2‬ : Buona notte a tutti gli etero,‪SupportoBullo2 : Good night to all the straight people,Insult-Discrimination-Sexism,Bystander_assistant,False,False
A_1,191,‪SupportoVittima1‬ : Smettila i chiamarlo così,‪SupportoVittima1 : Stop calling him that.,Defense,Bystander_defender,False,False
A_1,194,‪Bullo2‬ : Tanto usa la testa solo per separare le orecchie,‪Bullo2 : He only uses his head to separate his ears.,Insult-General_Insult,Harasser,False,False
A_1,195,Vittima : ma ancora con me ce l'avete ?,Vittima : Are you still targeting me?,Defense,Victim,False,False
A_1,196,Vittima : Ma non avete di meglio da fare ?,Vittima : Don't you have better things to do?,Defense,Victim,False,False
A_1,197,"‪SupportoVittima1‬ : Appunto , lasciatelo stare","‪SupportoVittima1 : That's right, leave him alone",Defense,Bystander_defender,False,False
A_1,198,‪SupportoVittima3‬ : Lasciatelo in pace,‪SupportoVittima3 : Leave him alone,Defense,Bystander_defender,False,False
A_1,199,‪SupportoVittima3‬ : Lasciatelo in pace almeno per 2 ore,‪SupportoVittima3 : Leave him alone for at least 2 hours.,Defense,Bystander_assistant,False,False
A_1,200,‪SupportoVittima3‬ : Cosa vi ha fatto,‪SupportoVittima3 : what did he/she do to you,Defense,Bystander_assistant,False,False
A_1,203,‪Bullo2‬ : No ma non è una cosa che fanno u maschi,"‪Bullo2 : No, but it's not something that males do.",Insult-Discrimination-Sexism,Harasser,False,False
A_1,219,‪Bullo2‬ : Quindi gli ignoranti siete voi,‪Bullo2 : So you're the ignorant ones.,Insult-General_Insult,Harasser,False,False
A_1,220,‪Bullo2‬ : Io continuo a pensare che sia frocio,‪Bullo2 : I still think he's a fag.,Insult-Discrimination-Sexism,Harasser,False,False
A_1,224,‪Bullo1‬ : Ma Vittima non è una femmina è una ballerina,"‪Bullo1 : But Vittima isn't a girl, she's a dancer.",Insult-Discrimination-Sexism,Harasser,False,False
A_1,225,‪Bullo1‬ : Vittima è così poco maschio che se si sposa il parroco lo dichiara moglie e moglie,"‪Bullo1 : Vittima is so unmanly that if he marries, the pastor will declare him wife and wife",Insult-Discrimination-Sexism,Harasser,False,False
A_1,229,Vittima : Anche tu ti ci metti ?,Vittima : You too?,Defense,Victim,False,False
A_1,236,‪Bullo1‬ : Così divento obeso anche io,‪Bullo1 : This way I’ll become obese too,Insult-BodyShame,Harasser,False,False
A_1,239,"‪Bullo2‬ : Io non dico che al saggio Vittima farà schifo , dico solo che invidio i non vedenti","‪Bullo2 : I'm not saying Vittima will suck at the recital , I'm just saying I envy the visually impaired.",Other,Harasser,False,False
A_1,241,"Vittima : Mi sa che i ciechi siete voi che non volete vedere . E vedete solo le cose che volete voi , senza capire gli altri .","Vittima : I think you are the blind who don't want to see. And you see only the things you want , without understanding the others .",Defense,Victim,False,False
A_1,242,"‪SupportoVittima1‬ : Ma mi spiegate , pensandoci prima di scrivere , perchè lo indultate in questa maniera ? Saranno cavolacci suoi se fa danza ? Se a voi non interessa non andate neanche al saggio ! Lui è solo statp gentile a invitarvi !","‪SupportoVittima1 : But explain to me, thinking about it before writing, why do you insult him in this way? It is his business if he dances! If you are not interested, don't even go to the recital! He was just kind enough to invite you!",Defense,Bystander_defender,False,False
A_1,243,‪Bullo2‬ : Poteva evitare di fare la figura del finocchio non invitandoci,‪Bullo2 : He could have avoided making the impression of a fag by not inviting us,Insult-Discrimination-Sexism,Harasser,False,False
A_1,246,‪Bullo2‬ : Non c'era nessuno che voleva venire a vederlo,‪Bullo2 : No one wanted to come and see him.,Curse_or_Exclusion,Harasser,False,False
A_1,251,‪Bullo2‬ : Ma secondo me i neuroni che funzionano nella sua testa sono un po' meno di zero,‪Bullo2 : But I think the neurons working in his head are a little less than zero.,Insult-General_Insult,Harasser,False,False
A_1,254,‪Bullo2‬ : Ma dai ! Pensi davvero che nella sua testa ci siano neuroni funzionanti ?,‪Bullo2 : Come on! Do you really think he has functioning neurons in his head?,Insult-General_Insult,Harasser,False,False
A_1,259,‪SupportoVittima3‬ : Allora siete solo dei idioti a fare queste discriminazioni,‪SupportoVittima3 : Then you're just idiots to discriminate in this way.,Insult-General_Insult,Bystander_defender,False,False
A_1,263,"‪SupportoVittima3‬ : Non è vero , sono sicura che è il + bravo del corso","‪SupportoVittima3 : It is not true, I'm sure he's the best in the class.",Defense,Bystander_defender,False,False
A_1,265,‪SupportoBullo2‬ : Bullo2 ha ragione,‪SupportoBullo2 : Bullo2 is right,Encouragement_to_the_Harasser,Bystander_assistant,False,False
A_1,273,‪Bullo2‬ : Non sarà mica andato a piangere da sua mamma,"‪Bullo2 : Wait, he didn't go crying to his mother, did he?",Defamation,Harasser,False,False
A_1,274,‪SupportoVittima3‬ : A detto che è ad allenamento . . . lo accendi il cervello ogni'tanto ? &#129300;,‪SupportoVittima3 : He  said he is at practice. . . do you turn on your brain sometimes? &#129300,Insult-General_Insult,Bystander_defender,False,False
A_1,279,‪SupportoVittima3‬ : Ti fai i c**** tuoi,‪SupportoVittima3 : Mind your own f***king business,Curse_or_Exclusion,Bystander_defender,False,False
A_1,286,"‪SupportoVittima3‬ : Può fare ciò che gli pare e piace e se ti va bene , bene se non ti va bene pazienza , ti tieni la boccaccia chiusa","‪SupportoVittima3 : He can do whatever he wants and if you like it, fine, if you don't like it, you can keep your mouth shut!",Defense,Bystander_defender,False,False
A_1,290,‪Bullo2‬ : Vittima è debole,‪Bullo2 : Vittima is weak,Insult-General_Insult,Harasser,False,False
A_1,292,‪SupportoVittima3‬ : Tu sarai debole,‪SupportoVittima3 : You must be weak,Insult-General_Insult,Bystander_defender,False,False
A_1,299,‪SupportoVittima3‬ : Non ti permettere di parlare a me ed a Vittima in questo modo,‪SupportoVittima3 : Don't talk to me and Vittima like that!,Threat_or_Blackmail,Bystander_defender,False,False
A_1,304,‪Bullo2‬ : Non mi puoi dire cosa fare e cosa no,‪Bullo2 : You can't tell me what to do and not to do.,Threat_or_Blackmail,Harasser,False,False
A_1,305,‪SupportoVittima3‬ : E voi non potete offendere in questo modo Vittima che non vi ha fatto niente di male,‪SupportoVittima3 : And you can't offend  Vittima who has done nothing wrong to you.,Defense,Bystander_defender,False,False
A_1,309,‪SupportoBullo1‬ : Se ê uno sfigato,‪SupportoBullo1 : If he is a loser,Insult-General_Insult,Bystander_assistant,False,False
A_1,310,‪SupportoVittima3‬ : Perché dovrebbe esserlo ? ?,‪SupportoVittima3 : Why should it be? ?,Defense,Bystander_defender,False,False
A_1,325,‪SupportoVittima3‬ : Vabbe` tanto la figura dello stupido la fai tu,"‪SupportoVittima3 : Well, it is you who look stupid anyway.",Insult-General_Insult,Bystander_defender,False,False
A_1,332,‪SupportoBullo1‬ : Vittima e uno sfigato frocio,‪SupportoBullo1 : Vittima is a faggot loser.,Insult-Discrimination-Sexism,Bystander_assistant,False,False
A_1,349,‪Bullo2‬ : La differenza tra Vittima e martedi ? Il martedì è grasso una sola volta all'anno,‪Bullo2 : The difference between Vittima and Tuesday? Tuesday is fat only once a year.,Insult-BodyShame,Harasser,False,False
A_1,350,Vittima : Ma non sono grasso ! Ho perso molti chili proprio con la danza classica ! !,Vittima : But I'm not fat! I have lost many kilos precisely with the ballet! !,Defense,Victim,False,False
A_1,351,‪SupportoVittima3‬ : Lasciali stare . . . si divertono e si lamentano per il gusto di farti soffrire,‪SupportoVittima3 : Let them be...they have fun and complain for the pleasure of making you suffer,Defense,Bystander_defender,False,False
A_1,360,‪SupportoVittima3‬ : BASTAAAAAA,‪SupportoVittima3 : THAT’S ENOUGH,Defense,Bystander_defender,False,False
A_1,361,‪SupportoVittima3‬ : Non é vero,‪SupportoVittima3 : That's not true.,Defense,Bystander_defender,False,False
A_1,364,‪Bullo2‬ : Infatti quella che fai tu non è danza,"‪Bullo2 : In fact, what you do is not dancing.",Insult-General_Insult,Harasser,False,False
A_1,366,‪SupportoVittima3‬ : Siete inrecuperabili,‪SupportoVittima3 : You're hopeless.,Defense,Bystander_defender,False,False
A_1,373,‪Bullo2‬ : Come ho detto prima Vittima è debole,‪Bullo2 : As I said before Vittima is weak,Insult-General_Insult,Harasser,False,False
A_1,374,‪SupportoVittima3‬ : Non è affatto vero,‪SupportoVittima3 : That's absolutely not true.,Defense,Bystander_defender,False,False
A_1,377,"Vittima : hai ragione . Meglio che lascio perdere . Ma sono arrabbiato , mi da fastidio essere insultato senza motivo .","Vittima : You're right. I better let it go. But I'm angry, it bothers me to be insulted for no reason.",Defense,Victim,False,False
A_1,382,‪SupportoVittima3‬ : Questa non se la meritava,‪SupportoVittima3 : He didn't deserve this.,Defense,Bystander_defender,False,False
A_1,394,Vittima : Se trovo ancora insulti allora ne parlo con i miei genitori,Vittima : If I find more insults then I’ll talk to my parents.,Threat_or_Blackmail,Victim,False,False
A_1,395,Vittima : o coi i prof,Vittima : or with the teachers.,Threat_or_Blackmail,Victim,False,False
A_1,396,Vittima : poi vediamo,Vittima : we will see then,Threat_or_Blackmail,Victim,False,False
A_2,11,Bullo2 : Io nn verrò pk so già che farai schifo &#128514;,Bullo2 : I won't come ‘cos I already know you will suck &#128514,Insult-General_Insult,Harasser,False,False
A_2,12,"Bullo1 : Ahahah principessina , se vengo è solo per vederti in ridicolo davanti a tutti !","Bullo1 : Ahahah little princess, if I come it's just to see you making a fool of yourself in front of everyone !",Other,Harasser,False,False
A_2,12,"Bullo1 : Ahahah principessina , se vengo è solo per vederti in ridicolo davanti a tutti !","Bullo1 : Ahahah little princess, if I come it's just to see you making a fool of yourself in front of everyone !",Other,Harasser,False,False
A_2,12,"Bullo1 : Ahahah principessina , se vengo è solo per vederti in ridicolo davanti a tutti !","Bullo1 : Ahahah little princess, if I come it's just to see you making a fool of yourself in front of everyone !",Insult-Discrimination-Sexism,Harasser,False,False
A_2,12,"Bullo1 : Ahahah principessina , se vengo è solo per vederti in ridicolo davanti a tutti !","Bullo1 : Ahahah little princess, if I come it's just to see you making a fool of yourself in front of everyone !",Insult-Discrimination-Sexism,Harasser,False,False
A_2,15,SupportoVittima2 : Ma che ne sapete di come balla ?,SupportoVittima2 : What do you know about the way he dances?,Defense,Bystander_defender,False,False
A_2,17,"Bullo1 : Ahahaha , anche solo il fatto che un maschio faccia danza classica . . . &#128514;","Bullo1 : Ahahaha, even just the fact that a boy does ballet . . . &#128514;",Insult-Discrimination-Sexism,Harasser,False,False
A_2,18,Vittima &#128378; : perché che c'è di male nella danza ?,Vittima &#128378;  Because what's wrong with dance?,Defense,Victim,False,False
A_2,20,Bullo2 : Ti credo che ti vergogni fai schifo &#128514;,"Bullo2 : No wonder you're ashamed, you suck &#128514",Insult-General_Insult,Harasser,False,False
A_2,21,SupportoVittima3 : Magari è bravissimo,SupportoVittima3 : Maybe he's great.,Defense,Bystander_defender,False,False
A_2,22,Bullo2 : No la danza è bella solo che tu la rovini &#128514;,Bullo2 : No dancing is great but you spoil it &#128514,Insult-General_Insult,Harasser,False,False
A_2,23,"Bullo1 : Il fatto che tu sia maschio , e anche uno sfigato !","Bullo1 : The fact that you are a male , and also a loser !",Insult-General_Insult,Harasser,False,False
A_2,23,"Bullo1 : Il fatto che tu sia maschio , e anche uno sfigato !","Bullo1 : The fact that you are a male , and also a loser !",Insult-General_Insult,Harasser,False,False
A_2,23,"Bullo1 : Il fatto che tu sia maschio , e anche uno sfigato !","Bullo1 : The fact that you are a male , and also a loser !",Insult-Discrimination-Sexism,Harasser,False,False
A_2,23,"Bullo1 : Il fatto che tu sia maschio , e anche uno sfigato !","Bullo1 : The fact that you are a male , and also a loser !",Insult-Discrimination-Sexism,Harasser,False,False
A_2,24,Vittima &#128378; : Guarda che ci sono tanti ballerini bravissimi in giro,Vittima &#128378;  : There are so many great dancers around.,Defense,Victim,False,False
A_2,27,"Bullo1 : Non sei ""un ballerino"" . Sei una femminuccia , vergognati .",Bullo1 : You're not “a dancer”. You're a sissy you should be ashamed.,Insult-Discrimination-Sexism,Harasser,False,False
A_2,27,"Bullo1 : Non sei ""un ballerino"" . Sei una femminuccia , vergognati .",Bullo1 : You're not “a dancer”. You're a sissy you should be ashamed.,Insult-Discrimination-Sexism,Harasser,False,False
A_2,27,"Bullo1 : Non sei ""un ballerino"" . Sei una femminuccia , vergognati .",Bullo1 : You're not “a dancer”. You're a sissy you should be ashamed.,Curse_or_Exclusion,Harasser,False,False
A_2,27,"Bullo1 : Non sei ""un ballerino"" . Sei una femminuccia , vergognati .",Bullo1 : You're not “a dancer”. You're a sissy you should be ashamed.,Curse_or_Exclusion,Harasser,False,False
A_2,29,Vittima &#128378; : infatti Bullo1 . . . ma perché dici che sono una femminuccia ?,Vittima &#128378;  Indeed Bullo1 . . . but why do you say I'm a sissy?,Defense,Victim,False,False
A_2,30,"Bullo1 : Perché stai sulle palle a tutti , non sono l'unico a dirlo . . .","Bullo1 : Because you are a pain in the ass for everyone, I'm not the only one to say so. . .",Curse_or_Exclusion,Harasser,False,False
A_2,31,SupportoBullo2 : Gia,SupportoBullo2 : Yep,Encouragement_to_the_Harasser,Bystander_assistant,False,False
A_2,34,"Vittima &#128378; : guarda che non ho fatto niente di male , mi piace solo ballare e non c'è niente di male . . . se vi sto sulle palle chi se ne frega","Vittima &#128378; : Look, I did nothing wrong, I just like to dance and there is nothing wrong with it . . If I'm a pain in the ass, who cares?",Defense,Victim,False,False
A_2,36,"Bullo1 : Ma impara l'italiano , dislessico inutile","Bullo1 : Learn Italian, useless dyslexic.",Insult-General_Insult,Harasser,False,False
A_2,39,SupportoVittima1 : Siete proprio dei bigoti,SupportoVittima1 : You guys are such bigots.,Insult-General_Insult,Bystander_defender,False,False
