File,SentenceNumber,Sentence,Translation,EntityType,Role,Sarcasm,NonOffensive
B_1,9,"‎24 / 04 / 18 , 14 : 00 - Bullo1 : Sei solo un secchio , non hai amici , e fai schifo ooooo ! ! ! &#128545; &#128545; &#128545; &#128545;","‎24 / 04 / 18 , 14 : 00 - Bullo1 : You are just a nerd  , you have no friends , and you suck ! ! ! &#128545; &#128545; &#128545; &#128545;",Insult-General_Insult,Harasser,False,False
B_1,9,"‎24 / 04 / 18 , 14 : 00 - Bullo1 : Sei solo un secchio , non hai amici , e fai schifo ooooo ! ! ! &#128545; &#128545; &#128545; &#128545;","‎24 / 04 / 18 , 14 : 00 - Bullo1 : You are just a nerd  , you have no friends , and you suck ! ! ! &#128545; &#128545; &#128545; &#128545;",Curse_or_Exclusion,Harasser,False,False
B_1,9,"‎24 / 04 / 18 , 14 : 00 - Bullo1 : Sei solo un secchio , non hai amici , e fai schifo ooooo ! ! ! &#128545; &#128545; &#128545; &#128545;","‎24 / 04 / 18 , 14 : 00 - Bullo1 : You are just a nerd  , you have no friends , and you suck ! ! ! &#128545; &#128545; &#128545; &#128545;",Curse_or_Exclusion,Harasser,False,False
B_1,10,"‎24 / 04 / 18 , 14 : 00 - SupportoBullo1 : La smettete di prendere in giro Vittima","‎24 / 04 / 18 , 14 : 00 - SupportoBullo1 : Will you stop making fun of Vittima",Defense,Bystander_defender,False,False
B_1,11,"‎24 / 04 / 18 , 14 : 02 - Bullo1 : Cosa vuoi tu non lo conosci nemmeno , siete tutti è due sfigati cronici &#128514; &#129299; &#129299; &#129299; &#129299; &#129299;","‎24 / 04 / 18 , 14 : 02 - Bullo1 : What do you want, you don't even know him, you are both chronic losers &#128514; &#129299; &#129299; &#129299; &#129299; &#129299;",Insult-General_Insult,Harasser,False,False
B_1,12,"‎24 / 04 / 18 , 14 : 02 - Vittima : non faccio schifo , ho solo detto la verità alla maestra","‎24 / 04 / 18 , 14 : 02 - Vittima : I don't suck, I just told the teacher the truth.",Defense,Victim,False,False
B_1,13,"‎24 / 04 / 18 , 14 : 02 - Vittima : ve lo meritate di perdere l'anno se vi comportate così","‎24 / 04 / 18 , 14 : 02 - Vittima : you deserve to stay back a year if you behave like this",Defense,Victim,False,False
B_1,15,"‎24 / 04 / 18 , 14 : 12 - SupportoBullo1 : Avete rotto","‎24 / 04 / 18 , 14 : 12 - SupportoBullo1 : You are bothering",Insult-General_Insult,Bystander_assistant,False,False
B_1,17,"‎24 / 04 / 18 , 14 : 14 - SupportoBullo1 : Vittima a detto solo la verità","‎24 / 04 / 18 , 14 : 14 - SupportoBullo1 : Vittima told only the truth",Defense,Bystander_defender,False,False
B_1,18,"‎24 / 04 / 18 , 14 : 34 - SupportoBullo2 : Dovrebbe farsi gli affari suoi invece di ficcare sempre il naso negli affari degli altri se non vuole finire all'ospedale","‎24 / 04 / 18 , 14 : 34 - SupportoBullo2 : She should mind her own business instead of always sticking her nose in other people's business if she doesn't want to end up in the hospital.",Threat_or_Blackmail,Bystander_assistant,False,False
B_1,21,"‎24 / 04 / 18 , 14 : 37 - SupportoVittima1 : Vittima ha fatto solo la cosa giusta , smettetela ! !","‎24 / 04 / 18 , 14 : 37 - SupportoVittima1 : Vittima only did the right thing, stop it ! !",Defense,Victim,False,False
B_1,23,"‎24 / 04 / 18 , 14 : 38 - SupportoBullo1 : Non sono affari tuoi","‎24 / 04 / 18 , 14 : 38 - SupportoBullo1 : None of your business",Curse_or_Exclusion,Bystander_assistant,False,False
B_1,25,"‎24 / 04 / 18 , 14 : 39 - SupportoVittima1 : Non è colpa mia se avete portato delle sigarette a scuola","‎24 / 04 / 18 , 14 : 39 - SupportoVittima1 : It's not my fault you brought cigarettes to school.",Defense,Victim,False,False
B_1,26,"‎24 / 04 / 18 , 14 : 39 - Vittima : potevate pensarci prima","‎24 / 04 / 18 , 14 : 39 - Vittima : you could have thought of it sooner",Defense,Victim,False,False
B_1,27,"‎24 / 04 / 18 , 14 : 40 - SupportoBullo1 : Te né in porta spione","24 / 04 / 18 , 14 : 40 - SupportoBullo1 : Why do you care  snitch",Insult-General_Insult,Bystander_assistant,False,False
B_1,28,"‎24 / 04 / 18 , 14 : 40 - SupportoBullo2 : Era solo per divertirci scema","‎24 / 04 / 18 , 14 : 40 - SupportoBullo2 : It was just for fun dummy",Insult-General_Insult,Bystander_assistant,False,False
B_1,29,"‎24 / 04 / 18 , 14 : 41 - SupportoBullo1 : Ecco ai ragione","‎24 / 04 / 18 , 14 : 41 - SupportoBullo1 : yes, you are right",Encouragement_to_the_Harasser,Bystander_assistant,False,False
B_1,33,"‎24 / 04 / 18 , 14 : 43 - SupportoBullo2 : E allora ? ! Questi non sono affari tuoi","‎24 / 04 / 18 , 14 : 43 - SupportoBullo2 : So what? ! This is none of your business",Curse_or_Exclusion,Bystander_assistant,False,False
B_1,34,"‎24 / 04 / 18 , 14 : 43 - SupportoBullo1 : Ecco continua così","‎24 / 04 / 18 , 14 : 43 - SupportoBullo1 : Yeah, go on like this",Encouragement_to_the_Harasser,Bystander_assistant,False,False
B_1,36,"‎24 / 04 / 18 , 14 : 45 - SupportoVittima2 : Sei tu lo sfigaro ( Bullo1 ?","‎24 / 04 / 18 , 14 : 45 - SupportoVittima2 : Are you the loser ( Bullo1 ?",Insult-General_Insult,Bystander_assistant,False,False
B_1,39,"‎24 / 04 / 18 , 14 : 45 - SupportoVittima2 : Vittima ha fatto la cosa giusta","‎24 / 04 / 18 , 14 : 45 - SupportoVittima2 : Vittima did the right thing",Defense,Bystander_assistant,False,False
B_1,40,"‎24 / 04 / 18 , 14 : 45 - Vittima : Grazie , sono solo invidiosi","‎24 / 04 / 18 , 14 : 45 - Vittima : Thanks, they are just jealous",Defense,Victim,False,False
B_1,41,"‎24 / 04 / 18 , 14 : 45 - Bullo1 : Ma stai zitta . . . Pure tu secchiona","‎24 / 04 / 18 , 14 : 45 - Bullo1 : Shut up . . . You are a nerd too",Curse_or_Exclusion,Harasser,False,False
B_1,41,"‎24 / 04 / 18 , 14 : 45 - Bullo1 : Ma stai zitta . . . Pure tu secchiona","‎24 / 04 / 18 , 14 : 45 - Bullo1 : Shut up . . . You are a nerd too",Curse_or_Exclusion,Harasser,False,False
B_1,41,"‎24 / 04 / 18 , 14 : 45 - Bullo1 : Ma stai zitta . . . Pure tu secchiona","‎24 / 04 / 18 , 14 : 45 - Bullo1 : Shut up . . . You are a nerd too",Insult-General_Insult,Harasser,False,False
B_1,41,"‎24 / 04 / 18 , 14 : 45 - Bullo1 : Ma stai zitta . . . Pure tu secchiona","‎24 / 04 / 18 , 14 : 45 - Bullo1 : Shut up . . . You are a nerd too",Insult-General_Insult,Harasser,False,False
B_1,43,"‎24 / 04 / 18 , 14 : 46 - Vittima : se lo meritano di perdere l'anno","‎24 / 04 / 18 , 14 : 46 - Vittima : they deserve to flunk school",Defense,Victim,False,False
B_1,45,"‎24 / 04 / 18 , 14 : 46 - SupportoVittima2 : E si","‎24 / 04 / 18 , 14 : 46 - SupportoVittima2 : And yes",Defense,Bystander_defender,False,False
B_1,46,"‎24 / 04 / 18 , 14 : 46 - SupportoBullo2 : Ma zitto","‎24 / 04 / 18 , 14 : 46 - SupportoBullo2 : Shut up!",Curse_or_Exclusion,Bystander_assistant,False,False
B_1,47,"‎24 / 04 / 18 , 14 : 46 - SupportoBullo2 : Taci , questi non sono affari tuoi","‎24 / 04 / 18 , 14 : 46 - SupportoBullo2 : Shut up, this is none of your business",Curse_or_Exclusion,Bystander_assistant,False,False
B_1,48,"‎24 / 04 / 18 , 14 : 48 - Vittima : invece sì che sono affari miei","‎24 / 04 / 18 , 14 : 48 - Vittima : it is my business",Defense,Victim,False,False
B_1,49,"‎24 / 04 / 18 , 14 : 49 - SupportoBullo1 : No Non sono affari tuoi","‎24 / 04 / 18 , 14 : 49 - SupportoBullo1 : No it ‘s none of your business",Curse_or_Exclusion,Bystander_assistant,False,False
B_1,51,"‎24 / 04 / 18 , 14 : 52 - SupportoVittima2 : Volevo dire sfigato","‎24 / 04 / 18 , 14 : 52 - SupportoVittima2 : I meant loser",Insult-General_Insult,Bystander_assistant,False,False
B_1,53,"‎24 / 04 / 18 , 14 : 53 - SupportoBullo1 : SupportoVittima2 stai zitta","‎24 / 04 / 18 , 14 : 53 - SupportoBullo1 : SupportoVittima2 shut up",Curse_or_Exclusion,Bystander_assistant,False,False
B_1,54,"‎24 / 04 / 18 , 14 : 56 - SupportoBullo2 : Sisi vedrai come diventeranno affari tuoi quando ti pesteremo","‎24 / 04 / 18 , 14 : 56 - SupportoBullo2 : Sure you'll see how it will become your business when we beat you up.",Threat_or_Blackmail,Bystander_assistant,False,False
B_1,55,"‎24 / 04 / 18 , 14 : 57 - SupportoBullo1 : Ti beccheremo fuori scuola","‎24 / 04 / 18 , 14 : 57 - SupportoBullo1 : We'll catch you outside school",Threat_or_Blackmail,Bystander_assistant,False,False
B_1,56,"‎24 / 04 / 18 , 14 : 58 - SupportoBullo1 : SupportoVittima2 fatti i affari tuoi","‎24 / 04 / 18 , 14 : 58 - SupportoBullo1 : SupportoVittima2 mind your own business",Curse_or_Exclusion,Bystander_assistant,False,False
B_1,58,"‎24 / 04 / 18 , 14 : 58 - Vittima : dovreste studiare invece di offendermi","‎24 / 04 / 18 , 14 : 58 - Vittima : you should study instead of offending me",Defense,Victim,False,False
B_1,59,"‎24 / 04 / 18 , 15 : 00 - SupportoBullo1 : Io studio più di tè , tu cosa studi , studi le parolacce perché non le sai","‎24 / 04 / 18 , 15 : 00 - SupportoBullo1 : I study more than you, what do you study, you study swear words because you don't know them.",Defamation,Bystander_assistant,False,False
B_1,60,"‎24 / 04 / 18 , 15 : 03 - SupportoBullo2 : Eh già","‎24 / 04 / 18 , 15 : 03 - SupportoBullo2 : Yep",Encouragement_to_the_Harasser,Bystander_assistant,False,False
B_1,61,"‎24 / 04 / 18 , 16 : 08 - Vittima : ma che ne sapete voi , sapete solo offendere","‎24 / 04 / 18 , 16 : 08 - Vittima : what do you know, you only know how to offend",Defense,Victim,False,False
B_1,63,"‎24 / 04 / 18 , 16 : 09 - SupportoBullo2 : Si , per colpa tua marmocchio","‎24 / 04 / 18 , 16 : 09 - SupportoBullo2 : Yes, because of you brat",Insult-General_Insult,Bystander_assistant,False,False
B_1,63,"‎24 / 04 / 18 , 16 : 09 - SupportoBullo2 : Si , per colpa tua marmocchio","‎24 / 04 / 18 , 16 : 09 - SupportoBullo2 : Yes, because of you brat",Insult-General_Insult,Bystander_assistant,False,False
B_1,63,"‎24 / 04 / 18 , 16 : 09 - SupportoBullo2 : Si , per colpa tua marmocchio","‎24 / 04 / 18 , 16 : 09 - SupportoBullo2 : Yes, because of you brat",Curse_or_Exclusion,Bystander_assistant,False,False
B_1,63,"‎24 / 04 / 18 , 16 : 09 - SupportoBullo2 : Si , per colpa tua marmocchio","‎24 / 04 / 18 , 16 : 09 - SupportoBullo2 : Yes, because of you brat",Curse_or_Exclusion,Bystander_assistant,False,False
B_1,64,"‎24 / 04 / 18 , 16 : 11 - Vittima : esatto . così la smettete di scrivere cose cattive sul mio conto","‎24 / 04 / 18 , 16 : 11 - Vittima : Exactly. So you will stop writing bad things about me.",Defense,Victim,False,False
B_1,66,"‎24 / 04 / 18 , 16 : 30 - SupportoBullo1 : Anche noi faremo la spia","‎24 / 04 / 18 , 16 : 30 - SupportoBullo1 : We will also snitch",Threat_or_Blackmail,Bystander_assistant,False,False
B_1,67,"‎24 / 04 / 18 , 16 : 33 - SupportoBullo1 : Sapete perché Vittima a dei bei voti perché lui va a guardare le domande per essere capace a rispondere alle risposte delle verifiche","‎24 / 04 / 18 , 16 : 33 - SupportoBullo1 : You know why Vittima gets good grades? Because he goes to look at the questions to be able to give the answers on the tests",Defamation,Bystander_assistant,False,False
B_1,68,"‎24 / 04 / 18 , 16 : 38 - Vittima : non è vero","‎24 / 04 / 18 , 16 : 38 - Vittima : It's not true!",Defense,Victim,False,False
B_1,71,"‎24 / 04 / 18 , 16 : 49 - SupportoVittima3 : Stai zitta SupportoBullo2","‎24 / 04 / 18 , 16 : 49 - SupportoVittima3 : Shut up SupportoBullo2",Curse_or_Exclusion,Bystander_defender,False,False
B_1,72,"‎24 / 04 / 18 , 16 : 50 - SupportoBullo2 : Ma tu che centri ? ! Nessuno ti ha interpellato","‎24 / 04 / 18 , 16 : 50 - SupportoBullo2 : But what has it got to do with you? ! Nobody asked you",Curse_or_Exclusion,Bystander_assistant,False,False
B_1,73,"‎24 / 04 / 18 , 16 : 50 - Vittima : mi difende perché è mia amica , mica come te che mi tratti sempre male","‎24 / 04 / 18 , 16 : 50 - Vittima : She defends me because she is my friend, not like you who always treat me bad.",Defense,Victim,False,False
B_1,76,"‎24 / 04 / 18 , 16 : 51 - SupportoBullo2 : Io invidiosa di uno sfigato come te ? ! Ma fammi il favore","‎24 / 04 / 18 , 16 : 51 - SupportoBullo2 : Me jealous of a loser like you ? ! But do me a favor",Insult-General_Insult,Bystander_assistant,False,False
B_1,79,"‎24 / 04 / 18 , 16 : 52 - Vittima : invece sì , perché la prof mi stima","‎24 / 04 / 18 , 16 : 52 - Vittima : Quite the opposite, because the teacher values me",Defense,Victim,False,False
B_1,80,"‎24 / 04 / 18 , 16 : 52 - SupportoVittima3 : Dai SupportoBullo2 ammettilo che sei solo invidiosa","‎24 / 04 / 18 , 16 : 52 - SupportoVittima3 : Come on SupportoBullo2, just admit that you are jealous",Defense,Bystander_defender,False,False
B_1,81,"‎24 / 04 / 18 , 16 : 53 - SupportoBullo2 : Sisi come no , non é che ti stima , il punto è che ti trova pure lei insopportabile e allora fa la carina solo perché non vuole sentirti","‎24 / 04 / 18 , 16 : 53 - SupportoBullo2 : Yes, of course, it's not that she values you, the point is that she also finds you unbearable and then she's just being nice because she doesn't want to hear from you.",Defamation,Bystander_assistant,False,False
B_1,82,"‎24 / 04 / 18 , 16 : 54 - SupportoVittima3 : Ma cosa dicii ! !","‎24 / 04 / 18 , 16 : 54 - SupportoVittima3 : What are you talking about! !",Defense,Bystander_defender,False,False
B_1,83,"‎24 / 04 / 18 , 16 : 54 - SupportoBullo2 : Mamma mia guarda ogni giorno , soprattutto di lui che non lo guarda nessuno a scuola , invece qui fate i carini ma in realtà a scuola non lo considerate nemmeno quindi . .","‎24 / 04 / 18 , 16 : 54 - SupportoBullo2 : Geez, you see it’s every day, especially about him who no one looks at in school, instead here you act all friendly when in reality, at school you don’t even take him into consideration so…",Curse_or_Exclusion,Bystander_assistant,False,False
B_1,86,"‎24 / 04 / 18 , 16 : 55 - SupportoBullo2 : Ahah che spiritoso , mi ricorderò di questo quando saremo faccia a faccia","‎24 / 04 / 18 , 16 : 55 - SupportoBullo2 : Ahah  how funny, I will remember this when we are face to face",Insult-General_Insult,Bystander_assistant,True,False
B_1,86,"‎24 / 04 / 18 , 16 : 55 - SupportoBullo2 : Ahah che spiritoso , mi ricorderò di questo quando saremo faccia a faccia","‎24 / 04 / 18 , 16 : 55 - SupportoBullo2 : Ahah  how funny, I will remember this when we are face to face",Insult-General_Insult,Bystander_assistant,True,False
B_1,86,"‎24 / 04 / 18 , 16 : 55 - SupportoBullo2 : Ahah che spiritoso , mi ricorderò di questo quando saremo faccia a faccia","‎24 / 04 / 18 , 16 : 55 - SupportoBullo2 : Ahah  how funny, I will remember this when we are face to face",Threat_or_Blackmail,Bystander_assistant,True,False
B_1,86,"‎24 / 04 / 18 , 16 : 55 - SupportoBullo2 : Ahah che spiritoso , mi ricorderò di questo quando saremo faccia a faccia","‎24 / 04 / 18 , 16 : 55 - SupportoBullo2 : Ahah  how funny, I will remember this when we are face to face",Threat_or_Blackmail,Bystander_assistant,True,False
B_1,87,"‎24 / 04 / 18 , 16 : 56 - SupportoVittima3 : Cosa credi di fare ! ! Ma zitta va che non sai altro che prendertela con i più deboliii ! !","‎24 / 04 / 18 , 16 : 56 - SupportoVittima3 : What do you think you are doing ! ! Shut up, you don't do anything but to take it out on the weakest! !",Defense,Bystander_defender,False,False
B_1,87,"‎24 / 04 / 18 , 16 : 56 - SupportoVittima3 : Cosa credi di fare ! ! Ma zitta va che non sai altro che prendertela con i più deboliii ! !","‎24 / 04 / 18 , 16 : 56 - SupportoVittima3 : What do you think you are doing ! ! Shut up, you don't do anything but to take it out on the weakest! !",Defense,Bystander_defender,False,False
B_1,87,"‎24 / 04 / 18 , 16 : 56 - SupportoVittima3 : Cosa credi di fare ! ! Ma zitta va che non sai altro che prendertela con i più deboliii ! !","‎24 / 04 / 18 , 16 : 56 - SupportoVittima3 : What do you think you are doing ! ! Shut up, you don't do anything but to take it out on the weakest! !",Defense,Bystander_defender,False,False
B_1,87,"‎24 / 04 / 18 , 16 : 56 - SupportoVittima3 : Cosa credi di fare ! ! Ma zitta va che non sai altro che prendertela con i più deboliii ! !","‎24 / 04 / 18 , 16 : 56 - SupportoVittima3 : What do you think you are doing ! ! Shut up, you don't do anything but to take it out on the weakest! !",Insult-General_Insult,Bystander_defender,False,False
B_1,87,"‎24 / 04 / 18 , 16 : 56 - SupportoVittima3 : Cosa credi di fare ! ! Ma zitta va che non sai altro che prendertela con i più deboliii ! !","‎24 / 04 / 18 , 16 : 56 - SupportoVittima3 : What do you think you are doing ! ! Shut up, you don't do anything but to take it out on the weakest! !",Insult-General_Insult,Bystander_defender,False,False
B_1,87,"‎24 / 04 / 18 , 16 : 56 - SupportoVittima3 : Cosa credi di fare ! ! Ma zitta va che non sai altro che prendertela con i più deboliii ! !","‎24 / 04 / 18 , 16 : 56 - SupportoVittima3 : What do you think you are doing ! ! Shut up, you don't do anything but to take it out on the weakest! !",Insult-General_Insult,Bystander_defender,False,False
B_1,87,"‎24 / 04 / 18 , 16 : 56 - SupportoVittima3 : Cosa credi di fare ! ! Ma zitta va che non sai altro che prendertela con i più deboliii ! !","‎24 / 04 / 18 , 16 : 56 - SupportoVittima3 : What do you think you are doing ! ! Shut up, you don't do anything but to take it out on the weakest! !",Curse_or_Exclusion,Bystander_defender,False,False
B_1,87,"‎24 / 04 / 18 , 16 : 56 - SupportoVittima3 : Cosa credi di fare ! ! Ma zitta va che non sai altro che prendertela con i più deboliii ! !","‎24 / 04 / 18 , 16 : 56 - SupportoVittima3 : What do you think you are doing ! ! Shut up, you don't do anything but to take it out on the weakest! !",Curse_or_Exclusion,Bystander_defender,False,False
B_1,87,"‎24 / 04 / 18 , 16 : 56 - SupportoVittima3 : Cosa credi di fare ! ! Ma zitta va che non sai altro che prendertela con i più deboliii ! !","‎24 / 04 / 18 , 16 : 56 - SupportoVittima3 : What do you think you are doing ! ! Shut up, you don't do anything but to take it out on the weakest! !",Curse_or_Exclusion,Bystander_defender,False,False
B_1,88,"‎24 / 04 / 18 , 16 : 57 - SupportoBullo2 : Tipo un debole come Vittima e come te ?","‎24 / 04 / 18 , 16 : 57 - SupportoBullo2 : Like a weakling like Vittima and like you?",Insult-General_Insult,Bystander_assistant,False,False
B_1,89,"‎24 / 04 / 18 , 16 : 58 - Vittima : debole che però vi fa sospendere . . .","‎24 / 04 / 18 , 16 : 58 - Vittima : weak boy who gets you suspended anyway. . .",Defense,Victim,False,False
B_1,90,"‎24 / 04 / 18 , 17 : 01 - SupportoBullo2 : Si per aver fatto la spia , nemmeno i bambini di 5 anni si vantano per una cosa del genere","‎24 / 04 / 18 , 17 : 01 - SupportoBullo2 : Yes, for snitching, not even 5-year olds brag about something like that.",Insult-General_Insult,Bystander_assistant,False,False
B_1,91,"‎24 / 04 / 18 , 17 : 17 - Vittima : Intanto voi sospesi e io prendo 10","‎24 / 04 / 18 , 17 : 17 - Vittima : Meanwhile you get suspended and I got an A",Defense,Victim,False,False
B_1,92,"‎24 / 04 / 18 , 17 : 18 - SupportoBullo2 : Meglio essere sospesi piuttosto di vederti","‎24 / 04 / 18 , 17 : 18 - SupportoBullo2 : Better to be suspended than see you",Curse_or_Exclusion,Bystander_assistant,False,False
B_1,93,"‎24 / 04 / 18 , 17 : 43 - Vittima : Se continuate così non mi vedete l'anno prossimo","‎24 / 04 / 18 , 17 : 43 - Vittima : If you keep this up you won't see me next year",Defense,Victim,False,False
B_1,95,"‎24 / 04 / 18 , 18 : 31 - SupportoBullo2 : Meglio , una faccia da culo in meno &#128536;","‎24 / 04 / 18 , 18 : 31 - SupportoBullo2 : Better so, one less ass face &#128536;",Insult-General_Insult,Bystander_assistant,False,False
B_1,96,"‎24 / 04 / 18 , 18 : 47 - SupportoBullo1 : Ai proprio ragione","‎24 / 04 / 18 , 18 : 47 - SupportoBullo1 : You are so right",Encouragement_to_the_Harasser,Bystander_assistant,False,False
B_1,97,"‎24 / 04 / 18 , 18 : 48 - SupportoBullo1 : Fai prima andartene ( ''spione'' ) &#128540;","‎24 / 04 / 18 , 18 : 48 - SupportoBullo1 : You’d better get going ( ''snitch'' ) &#128540;",Insult-General_Insult,Bystander_assistant,False,False
B_1,99,"‎24 / 04 / 18 , 19 : 34 - Vittima : Ma non mi vedrete perché perdete voi un anno","‎24 / 04 / 18 , 19 : 34 - Vittima : But you won't see me because you will lose a year",Defense,Victim,False,False
B_1,100,"‎24 / 04 / 18 , 19 : 35 - SupportoVittima1 : Già","‎24 / 04 / 18 , 19 : 35 - SupportoVittima1 : Yep",Defense,Bystander_defender,False,False
B_1,101,"‎24 / 04 / 18 , 20 : 50 - SupportoBullo2 : Sempre meglio che stare in classe con uno come te","‎24 / 04 / 18 , 20 : 50 - SupportoBullo2 : It's better than being in class with someone like you.",Curse_or_Exclusion,Bystander_assistant,False,False
B_1,102,"‎24 / 04 / 18 , 20 : 51 - SupportoBullo2 : Ma tu cosa centri ? Qualcuno ha chiesto la tua opinione ? ! No , quindi taci . .","‎24 / 04 / 18 , 20 : 51 - SupportoBullo2 : But what has it got to do with you? Has anyone asked for your opinion ? ! No, so shut up . .",Curse_or_Exclusion,Bystander_assistant,False,False
B_1,103,"‎24 / 04 / 18 , 20 : 52 - SupportoVittima2 : No ti sbagli è lui a essere fortunato pk non ti vede","‎24 / 04 / 18 , 20 : 52 - SupportoVittima2 : No you're wrong, he's the one who's lucky ‘cos he can't see you.",Defense,Bystander_defender,False,False
B_1,105,"‎24 / 04 / 18 , 20 : 53 - SupportoVittima2 : Taci tu , lei ha ragione","‎24 / 04 / 18 , 20 : 53 - SupportoVittima2 : Shut up, she is right",Defense,Bystander_defender,False,False
B_1,105,"‎24 / 04 / 18 , 20 : 53 - SupportoVittima2 : Taci tu , lei ha ragione","‎24 / 04 / 18 , 20 : 53 - SupportoVittima2 : Shut up, she is right",Defense,Bystander_defender,False,False
B_1,105,"‎24 / 04 / 18 , 20 : 53 - SupportoVittima2 : Taci tu , lei ha ragione","‎24 / 04 / 18 , 20 : 53 - SupportoVittima2 : Shut up, she is right",Curse_or_Exclusion,Bystander_defender,False,False
B_1,105,"‎24 / 04 / 18 , 20 : 53 - SupportoVittima2 : Taci tu , lei ha ragione","‎24 / 04 / 18 , 20 : 53 - SupportoVittima2 : Shut up, she is right",Curse_or_Exclusion,Bystander_defender,False,False
B_1,106,"‎24 / 04 / 18 , 20 : 53 - SupportoBullo2 : Madò qui tutti che si intromettono , una vita non cela avete ? !","‎24 / 04 / 18 , 20 : 53 - SupportoBullo2 : Gosh here everyone interferes, don’t you have your own lives? !",Curse_or_Exclusion,Bystander_assistant,False,False
B_1,115,"‎24 / 04 / 18 , 20 : 56 - SupportoBullo2 : Oddio ora che copia le battute , che bambina","‎24 / 04 / 18 , 20 : 56 - SupportoBullo2 : Oh my god now she copies wisecracks, what a child",Insult-General_Insult,Bystander_assistant,False,False
B_1,121,"‎24 / 04 / 18 , 20 : 59 - SupportoBullo1 : Cosa dici sfigata","‎24 / 04 / 18 , 20 : 59 - SupportoBullo1 : What are you saying loser?",Insult-General_Insult,Bystander_assistant,False,False
B_1,122,"‎24 / 04 / 18 , 20 : 59 - SupportoVittima2 : Sono pure piú simpatica di te cosa vai a dire","‎24 / 04 / 18 , 20 : 59 - SupportoVittima2 : I'm even nicer than you, what are you going to say?",Defense,Bystander_defender,False,False
B_1,123,"‎24 / 04 / 18 , 21 : 00 - SupportoBullo1 : Ma vai a casa","‎24 / 04 / 18 , 21 : 00 - SupportoBullo1 :  Just go home",Curse_or_Exclusion,Bystander_assistant,False,False
B_1,124,"‎24 / 04 / 18 , 21 : 00 - SupportoVittima3 : Stai zitto SupportoBullo1","‎24 / 04 / 18 , 21 : 00 - SupportoVittima3 : Shut up SupportoBullo1",Curse_or_Exclusion,Bystander_defender,False,False
B_1,128,"‎24 / 04 / 18 , 21 : 01 - SupportoBullo1 : SupportoVittima3 stai zitta","‎24 / 04 / 18 , 21 : 01 - SupportoBullo1 : SupportoVittima3 shut up",Curse_or_Exclusion,Bystander_assistant,False,False
