File,SentenceNumber,Sentence,Translation,TimeStamp,author,raw,authorEmoji,textEmoji,authorNon,textNon
A_1,13,‪SupportoBullo2‬ : che balla come un idiota &#128514;,‪SupportoBullo2 : who dances like an idiot &#128514,empty,‪SupportoBullo2 , who dances like an idiot &#128514,‪SupportoBullo2,who dances like an idiot &#128514,‪SupportoBullo2,who dances like an idiot &#128514
A_1,14,Vittima : Ma cosa c'è di male ?,Vittima : What's wrong with that?,empty,Vittima , What's wrong with that?,Vittima,What's wrong with that?,Vittima,What's wrong with that?
A_1,15,‪Bullo1‬ : Tu in punte,‪Bullo1 : You on tips (en pointe?),empty,‪Bullo1 , You on tips (en pointe?),‪Bullo1,You on tips (en pointe?),‪Bullo1,You on tips (en pointe?)
A_1,16,‪SupportoVittima3‬ : Vittima non ascoltarli,"‪SupportoVittima3 : Vittima, don't listen to them.",empty,‪SupportoVittima3 ," Vittima, don't listen to them.",‪SupportoVittima3,"Vittima, don't listen to them.",‪SupportoVittima3,"Vittima, don't listen to them."
A_1,17,‪Bullo1‬ : Ma vai a fae calcio femminuccia che non sei altro,"‪Bullo1 : Go play soccer, you sissy!",empty,‪Bullo1 ," Go play soccer, you sissy!",‪Bullo1,"Go play soccer, you sissy!",‪Bullo1,"Go play soccer, you sissy!"
A_1,18,‪SupportoBullo2‬ : Bullo1 ha ragione ! ! ! ! !,‪SupportoBullo2 : Bullo1 is right ! ! ! ! !,empty,‪SupportoBullo2 , Bullo1 is right ! ! ! ! !,‪SupportoBullo2,Bullo1 is right ! ! ! ! !,‪SupportoBullo2,Bullo1 is right ! ! ! ! !
A_1,19,‪Bullo1‬ : Ovvio,‪Bullo1 : Of course,empty,‪Bullo1 , Of course,‪Bullo1,Of course,‪Bullo1,Of course
A_1,20,‪Bullo1‬ : ! ! ! ! !,‪Bullo1 : ! ! ! ! !,empty,‪Bullo1 , ! ! ! ! !,‪Bullo1,! ! ! ! !,‪Bullo1,! ! ! ! !
A_1,21,‪Bullo1‬ : Ma poi con chi con altre femmine,"‪Bullo1 : But then with whom, with other females",empty,‪Bullo1 ," But then with whom, with other females",‪Bullo1,"But then with whom, with other females",‪Bullo1,"But then with whom, with other females"
A_1,22,‪Bullo1‬ : Tra l'altro femmine come te,‪Bullo1 : females like you by the way,empty,‪Bullo1 , females like you by the way,‪Bullo1,females like you by the way,‪Bullo1,females like you by the way
A_1,23,‪SupportoBullo2‬ : Oooooooooooooooooo &#128514;,‪SupportoBullo2 : Oooooooooooooo &#128514,empty,‪SupportoBullo2 , Oooooooooooooo &#128514,‪SupportoBullo2,Oooooooooooooo &#128514,‪SupportoBullo2,Oooooooooooooo &#128514
A_1,24,"‪SupportoVittima3‬ : Lasciali stare , se ti piace ballare balla , se ti piace cantare canta , senza pregiudizi &#128076;","‪SupportoVittima3 : Leave them alone, if you like to dance, dance, if you like to sing, sing, free of prejudice &#128076;",empty,‪SupportoVittima3 ," Leave them alone, if you like to dance, dance, if you like to sing, sing, free of prejudice &#128076;",‪SupportoVittima3,"Leave them alone, if you like to dance, dance, if you like to sing, sing, free of prejudice 👌",‪SupportoVittima3,"Leave them alone, if you like to dance, dance, if you like to sing, sing, free of prejudice "
A_1,25,‪Bullo1‬ : Si e tu vai a giocare a rugby,"‪Bullo1 : Yes, and you go play rugby.",empty,‪Bullo1 ," Yes, and you go play rugby.",‪Bullo1,"Yes, and you go play rugby.",‪Bullo1,"Yes, and you go play rugby."
A_1,26,‪Bullo1‬ : Stessa cosa,‪Bullo1 : Same thing,empty,‪Bullo1 , Same thing,‪Bullo1,Same thing,‪Bullo1,Same thing
A_1,27,‪SupportoBullo2‬ : &#128514; &#128514;,‪SupportoBullo2 : But are you sure you have been selected for the recital &#129315; or do you infiltrate to make an impression,empty,‪SupportoBullo2 , But are you sure you have been selected for the recital &#129315; or do you infiltrate to make an impression,‪SupportoBullo2,But are you sure you have been selected for the recital 🤣 or do you infiltrate to make an impression,‪SupportoBullo2,But are you sure you have been selected for the recital  or do you infiltrate to make an impression
A_1,28,‪SupportoBullo2‬ : Smerdati alla grande,‪SupportoBullo2 : You have been brilliantly shamed,empty,‪SupportoBullo2 , You have been brilliantly shamed,‪SupportoBullo2,You have been brilliantly shamed,‪SupportoBullo2,You have been brilliantly shamed
A_1,29,Vittima : Grazie . Ma se a me piace ballare e a Bullo1 piace giocare a rugby che problema ci sarebbe ?,"Vittima : Thank you. But if I like to dance and Bullo1 likes to play rugby, what would be the problem?",empty,Vittima ," Thank you. But if I like to dance and Bullo1 likes to play rugby, what would be the problem?",Vittima,"Thank you. But if I like to dance and Bullo1 likes to play rugby, what would be the problem?",Vittima,"Thank you. But if I like to dance and Bullo1 likes to play rugby, what would be the problem?"
A_1,30,‪Bullo1‬ : Che danza non è da maschi,‪Bullo1 : That ballet is not for boys,empty,‪Bullo1 , That ballet is not for boys,‪Bullo1,That ballet is not for boys,‪Bullo1,That ballet is not for boys
A_1,31,‪Bullo1‬ : Ovvio,‪Bullo1 : Of course,empty,‪Bullo1 , Of course,‪Bullo1,Of course,‪Bullo1,Of course
A_1,32,"‪SupportoVittima3‬ : E la gente che non si fa MAI , MAI , MAI i cavolacci suoi","‪SupportoVittima3 : And people who NEVER, EVER, EVER mind their own business.",empty,‪SupportoVittima3 ," And people who NEVER, EVER, EVER mind their own business.",‪SupportoVittima3,"And people who NEVER, EVER, EVER mind their own business.",‪SupportoVittima3,"And people who NEVER, EVER, EVER mind their own business."
A_1,33,‪Bullo1‬ : Sei così effemminato che intorno a te ci sono più finocchi che in un orto,‪Bullo1 : You're so effeminate that there are more pansies around you than in a garden.,empty,‪Bullo1 , You're so effeminate that there are more pansies around you than in a garden.,‪Bullo1,You're so effeminate that there are more pansies around you than in a garden.,‪Bullo1,You're so effeminate that there are more pansies around you than in a garden.
A_1,34,‪SupportoBullo2‬ : &#128514; &#128514; &#128514; &#128514; &#128514; &#128514; &#128514; &#128514;,‪SupportoBullo2‬ : &#128514; &#128514; &#128514; &#128514; &#128514; &#128514; &#128514; &#128514;,empty,‪SupportoBullo2‬ , &#128514; &#128514; &#128514; &#128514; &#128514; &#128514; &#128514; &#128514;,‪SupportoBullo2‬,😂 😂 😂 😂 😂 😂 😂 😂,‪SupportoBullo2‬,       
A_1,35,‪SupportoVittima1‬ : Ma cosa vi importa a voi se lui balla ? Se non vi piace ballare non andate neanche a vederlo . Io sicuramente ci saró,‪SupportoVittima1 : But why do you care if he dances ? If you don't like dancing don't even go to see him. I'll be there for sure,empty,‪SupportoVittima1 , But why do you care if he dances ? If you don't like dancing don't even go to see him. I'll be there for sure,‪SupportoVittima1,But why do you care if he dances ? If you don't like dancing don't even go to see him. I'll be there for sure,‪SupportoVittima1,But why do you care if he dances ? If you don't like dancing don't even go to see him. I'll be there for sure
A_1,36,‪Bullo1‬ : Anche io,‪Bullo1 : Me too.,empty,‪Bullo1 , Me too.,‪Bullo1,Me too.,‪Bullo1,Me too.
A_1,37,‪Bullo1‬ : Ma per ridere e prenderlo in giro,‪Bullo1 : Just to laugh and make fun of him.,empty,‪Bullo1 , Just to laugh and make fun of him.,‪Bullo1,Just to laugh and make fun of him.,‪Bullo1,Just to laugh and make fun of him.
A_1,38,‪SupportoVittima3‬ : Sei un MOSTRO,‪SupportoVittima3 : You are a MONSTER,empty,‪SupportoVittima3 , You are a MONSTER,‪SupportoVittima3,You are a MONSTER,‪SupportoVittima3,You are a MONSTER
A_1,39,‪SupportoVittima1‬ : Non ha senso lasciatelo stare,"‪SupportoVittima1 : It's nonsense, leave him alone",empty,‪SupportoVittima1 ," It's nonsense, leave him alone",‪SupportoVittima1,"It's nonsense, leave him alone",‪SupportoVittima1,"It's nonsense, leave him alone"
A_1,40,‪SupportoVittima3‬ : Esatto,‪SupportoVittima3 : Exactly,empty,‪SupportoVittima3 , Exactly,‪SupportoVittima3,Exactly,‪SupportoVittima3,Exactly
A_1,41,‪SupportoBullo2‬ : Ci sarò ovviamente alla figuraccia che farà Vittima,‪SupportoBullo2 : Of course I'll be there when Vittima will make a fool of himself.,empty,‪SupportoBullo2 , Of course I'll be there when Vittima will make a fool of himself.,‪SupportoBullo2,Of course I'll be there when Vittima will make a fool of himself.,‪SupportoBullo2,Of course I'll be there when Vittima will make a fool of himself.
A_1,42,‪SupportoVittima3‬ : FORZA Vittima io credo in te,"‪SupportoVittima3 : Come on Vittima, I believe in you",empty,‪SupportoVittima3 ," Come on Vittima, I believe in you",‪SupportoVittima3,"Come on Vittima, I believe in you",‪SupportoVittima3,"Come on Vittima, I believe in you"
A_1,43,‪SupportoBullo2‬ : L unico finocchio che ballerà insieme alle ragazze,‪SupportoBullo2 : The only fag who will dance with the girls,empty,‪SupportoBullo2 , The only fag who will dance with the girls,‪SupportoBullo2,The only fag who will dance with the girls,‪SupportoBullo2,The only fag who will dance with the girls
A_1,44,‪SupportoVittima1‬ : Ma vorrei vederti io ballare ! Sicuramente è più bravo di voi,‪SupportoVittima1 : But I'd like to see you dance! I'm sure he's better than you.,empty,‪SupportoVittima1 , But I'd like to see you dance! I'm sure he's better than you.,‪SupportoVittima1,But I'd like to see you dance! I'm sure he's better than you.,‪SupportoVittima1,But I'd like to see you dance! I'm sure he's better than you.
A_1,45,‪Bullo1‬ : Farò stampare Delle magliette con te in tutù,‪Bullo1 : I'll have T-shirts printed with you wearing a tutu.,empty,‪Bullo1 , I'll have T-shirts printed with you wearing a tutu.,‪Bullo1,I'll have T-shirts printed with you wearing a tutu.,‪Bullo1,I'll have T-shirts printed with you wearing a tutu.
A_1,46,‪SupportoBullo2‬ : Grande Bullo1 &#128514;,‪SupportoBullo2 : Great Bullo1 &#128514,empty,‪SupportoBullo2 , Great Bullo1 &#128514,‪SupportoBullo2,Great Bullo1 &#128514,‪SupportoBullo2,Great Bullo1 &#128514
A_1,47,‪SupportoVittima3‬ : Invece e` fortunatissimo,‪SupportoVittima3 : he is very lucky instead,empty,‪SupportoVittima3 , he is very lucky instead,‪SupportoVittima3,he is very lucky instead,‪SupportoVittima3,he is very lucky instead
A_1,48,‪Bullo1‬ : Ad avere noi che lo insultiamo ?,‪Bullo1 : To have us insult him?,empty,‪Bullo1 , To have us insult him?,‪Bullo1,To have us insult him?,‪Bullo1,To have us insult him?
A_1,49,‪Bullo1‬ : Direi di si,‪Bullo1 : I would say yes,empty,‪Bullo1 , I would say yes,‪Bullo1,I would say yes,‪Bullo1,I would say yes
A_1,50,"‪SupportoVittima3‬ : No , ad avere un sacco di ragazze in body che ballano insieme a lui","‪SupportoVittima3 : No, to have a lot of girls in  leotards dancing along with him",empty,‪SupportoVittima3 ," No, to have a lot of girls in  leotards dancing along with him",‪SupportoVittima3,"No, to have a lot of girls in leotards dancing along with him",‪SupportoVittima3,"No, to have a lot of girls in leotards dancing along with him"
A_1,51,‪Bullo1‬ : Ma se è Gay,‪Bullo1 : But if he is gay,empty,‪Bullo1 , But if he is gay,‪Bullo1,But if he is gay,‪Bullo1,But if he is gay
A_1,52,‪SupportoBullo2‬ : Non gli importa niente delle ragazze ma appena vede un uomo si eccita &#128514;,‪SupportoBullo2 : He doesn't care about girls but as soon as he sees a man he gets excited &#128514,empty,‪SupportoBullo2 , He doesn't care about girls but as soon as he sees a man he gets excited &#128514,‪SupportoBullo2,He doesn't care about girls but as soon as he sees a man he gets excited &#128514,‪SupportoBullo2,He doesn't care about girls but as soon as he sees a man he gets excited &#128514
A_1,53,‪Bullo1‬ : Dallo spalto si vedono solo ragazze,‪Bullo1 : From the stalls (also: from the audience)you can only see girls,empty,‪Bullo1 , From the stalls (also  from the audience)you can only see girls,‪Bullo1,From the stalls (also from the audience)you can only see girls,‪Bullo1,From the stalls (also from the audience)you can only see girls
A_1,54,‪Bullo1‬ : Compreso lei,‪Bullo1 : Including her.,empty,‪Bullo1 , Including her.,‪Bullo1,Including her.,‪Bullo1,Including her.
A_1,55,‪SupportoVittima3‬ : Ma cosa vi ha fatto ?,‪SupportoVittima3 : What has he done to you ?,empty,‪SupportoVittima3 , What has he done to you ?,‪SupportoVittima3,What has he done to you ?,‪SupportoVittima3,What has he done to you ?
A_1,56,‪Bullo1‬ : Niente stiamo solo dicendo la verità,"‪Bullo1 : Nothing, we are just telling the truth",empty,‪Bullo1 ," Nothing, we are just telling the truth",‪Bullo1,"Nothing, we are just telling the truth",‪Bullo1,"Nothing, we are just telling the truth"
A_1,57,‪SupportoVittima1‬ : No,‪SupportoVittima1 : No,empty,‪SupportoVittima1 , No,‪SupportoVittima1,No,‪SupportoVittima1,No
A_1,58,‪Bullo1‬ : Si invece,‪Bullo1 : Oh yes.,empty,‪Bullo1 , Oh yes.,‪Bullo1,Oh yes.,‪Bullo1,Oh yes.
A_1,59,‪SupportoVittima3‬ : Ma se sapete che la VOSTRA verità può fare male a qualcuno tacete e basta dite di non venire e il problema finisce qua`,"‪SupportoVittima3 : But if you know that YOUR truth can hurt someone just shut up, say you will not go and the problem ends here",empty,‪SupportoVittima3 ," But if you know that YOUR truth can hurt someone just shut up, say you will not go and the problem ends here",‪SupportoVittima3,"But if you know that YOUR truth can hurt someone just shut up, say you will not go and the problem ends here",‪SupportoVittima3,"But if you know that YOUR truth can hurt someone just shut up, say you will not go and the problem ends here"
A_1,60,‪Bullo1‬ : Ma noi verremmo,‪Bullo1 : But we would come,empty,‪Bullo1 , But we would come,‪Bullo1,But we would come,‪Bullo1,But we would come
A_1,61,‪SupportoVittima3‬ : VOSTRA= MENZOGNA,‪SupportoVittima3 : YOUR = LIE (THAT'S A LIE!),empty,‪SupportoVittima3 , YOUR = LIE (THAT'S A LIE!),‪SupportoVittima3,YOUR = LIE (THAT'S A LIE!),‪SupportoVittima3,YOUR = LIE (THAT'S A LIE!)
A_1,62,‪Bullo1‬ : Con i nostri bei cori,‪Bullo1 : With our beautiful choirs,empty,‪Bullo1 , With our beautiful choirs,‪Bullo1,With our beautiful choirs,‪Bullo1,With our beautiful choirs
A_1,63,‪SupportoVittima1‬ : E perché non lo fate ?,‪SupportoVittima1 : Why don't you do it?,empty,‪SupportoVittima1 , Why don't you do it?,‪SupportoVittima1,Why don't you do it?,‪SupportoVittima1,Why don't you do it?
A_1,64,‪Bullo1‬ : Cosa,‪Bullo1 : What,empty,‪Bullo1 , What,‪Bullo1,What,‪Bullo1,What
A_1,65,‪Bullo1‬ : ? ? ?,‪Bullo1 : ? ? ?,empty,‪Bullo1 , ? ? ?,‪Bullo1,? ? ?,‪Bullo1,? ? ?
A_1,66,‪SupportoVittima1‬ : Quello che ha detto SupportoVittima3,‪SupportoVittima1 : What SupportoVittima3 said,empty,‪SupportoVittima1 , What SupportoVittima3 said,‪SupportoVittima1,What SupportoVittima3 said,‪SupportoVittima1,What SupportoVittima3 said
A_1,67,‪Bullo2‬ : Ma smettetela è una cosa stupida ! ! Ve lo immaginate lui che balla ? ? ?,‪Bullo2 : Stop it. This is stupid! ! Can you imagine him dancing? ? ?,empty,‪Bullo2 , Stop it. This is stupid! ! Can you imagine him dancing? ? ?,‪Bullo2,Stop it. This is stupid! ! Can you imagine him dancing? ? ?,‪Bullo2,Stop it. This is stupid! ! Can you imagine him dancing? ? ?
A_1,68,WA0004 . jpg ( file allegato ),WA0004 . jpg (file attached),empty,empty,WA0004 . jpg (file attached),empty,WA0004 . jpg (file attached),empty,WA0004 . jpg (file attached)
A_1,69,‪Bullo2‬ : Farebbe troppo ridere &#128514; &#128514; &#128514;,‪Bullo2 : It would be too funny &#128514;  &#128514;  &#128514,empty,‪Bullo2 , It would be too funny &#128514;  &#128514;  &#128514,‪Bullo2,It would be too funny 😂 😂 &#128514,‪Bullo2,It would be too funny   &#128514
A_1,70,‪SupportoVittima3‬ : Si e secondo me è anche bravo,"‪SupportoVittima3 : Yes, and I think he's very good.",empty,‪SupportoVittima3 ," Yes, and I think he's very good.",‪SupportoVittima3,"Yes, and I think he's very good.",‪SupportoVittima3,"Yes, and I think he's very good."
A_1,71,Vittima : Ma se non mi avete mai visto ballare come potete giudicare ?,Vittima : But if you have never seen me dance how can you judge?,empty,Vittima , But if you have never seen me dance how can you judge?,Vittima,But if you have never seen me dance how can you judge?,Vittima,But if you have never seen me dance how can you judge?
A_1,72,Vittima : Venite al saggio e poi ne riparliamo .,Vittima : Come to the recital and then we'll talk.,empty,Vittima , Come to the recital and then we'll talk.,Vittima,Come to the recital and then we'll talk.,Vittima,Come to the recital and then we'll talk.
A_1,73,‪Bullo1‬ : Perfetto,‪Bullo1 : Perfect,empty,‪Bullo1 , Perfect,‪Bullo1,Perfect,‪Bullo1,Perfect
A_1,74,‪Bullo2‬ : Ma figurati,‪Bullo2 : No way.,empty,‪Bullo2 , No way.,‪Bullo2,No way.,‪Bullo2,No way.
A_1,75,‪Bullo2‬ : Lui ? Bravo ? Si a fare figuracce di sicuro,‪Bullo2 : How about him? Good? Yes to make a fool of himself for sure.,empty,‪Bullo2 , How about him? Good? Yes to make a fool of himself for sure.,‪Bullo2,How about him? Good? Yes to make a fool of himself for sure.,‪Bullo2,How about him? Good? Yes to make a fool of himself for sure.
A_1,76,‪Bullo1‬ : Vedremo quanto sei brava Vittima,"‪Bullo1 : We'll see how good you are, Vittima.",empty,‪Bullo1 ," We'll see how good you are, Vittima.",‪Bullo1,"We'll see how good you are, Vittima.",‪Bullo1,"We'll see how good you are, Vittima."
A_1,77,‪Bullo2‬ : Già bravissima immagino,‪Bullo2 : Already very good I imagine,empty,‪Bullo2 , Already very good I imagine,‪Bullo2,Already very good I imagine,‪Bullo2,Already very good I imagine
A_1,78,‪SupportoBullo2‬ : &#128514; &#128514;,‪SupportoBullo2 : &#128514; &#128514,empty,‪SupportoBullo2 , &#128514; &#128514,‪SupportoBullo2,😂 &#128514,‪SupportoBullo2, &#128514
A_1,79,‪Bullo2‬ : Facevi meglio a non chiedercelo,‪Bullo2 : You should not have asked.,empty,‪Bullo2 , You should not have asked.,‪Bullo2,You should not have asked.,‪Bullo2,You should not have asked.
A_1,80,‪Bullo1‬ : Si,‪Bullo1 : Yes,empty,‪Bullo1 , Yes,‪Bullo1,Yes,‪Bullo1,Yes
A_1,81,‪SupportoBullo2‬ : Non avresti fatto la figura del deficiente ballerino,‪SupportoBullo2 : You wouldn't have looked like a dancing idiot.,empty,‪SupportoBullo2 , You wouldn't have looked like a dancing idiot.,‪SupportoBullo2,You wouldn't have looked like a dancing idiot.,‪SupportoBullo2,You wouldn't have looked like a dancing idiot.
A_1,82,‪SupportoVittima3‬ : Forse non lo sai ma lr persone cone voi fanno così perché sono insicuri di tutto e si divertono a passare a qeste incertezze a la gente +debole,"‪SupportoVittima3 : Maybe you don't know it, but people like you do this because they're insecure about everything and they enjoy passing these insecurities to weaker people.",empty,‪SupportoVittima3 ," Maybe you don't know it, but people like you do this because they're insecure about everything and they enjoy passing these insecurities to weaker people.",‪SupportoVittima3,"Maybe you don't know it, but people like you do this because they're insecure about everything and they enjoy passing these insecurities to weaker people.",‪SupportoVittima3,"Maybe you don't know it, but people like you do this because they're insecure about everything and they enjoy passing these insecurities to weaker people."
A_1,83,‪SupportoVittima3‬ : Senza offesa Vittima,‪SupportoVittima3 : No offense Vittima,empty,‪SupportoVittima3 , No offense Vittima,‪SupportoVittima3,No offense Vittima,‪SupportoVittima3,No offense Vittima
A_1,84,‪Bullo2‬ : Io già me lo immagino tutto rosso in viso che balla come un femminuccia &#128514; &#128514; &#128514;,‪Bullo2 : I can already imagine him all red in the face dancing like a sissy &#128514;  &#128514;  &#128514,empty,‪Bullo2 , I can already imagine him all red in the face dancing like a sissy &#128514;  &#128514;  &#128514,‪Bullo2,I can already imagine him all red in the face dancing like a sissy 😂 😂 &#128514,‪Bullo2,I can already imagine him all red in the face dancing like a sissy   &#128514
A_1,85,‪Bullo2‬ : Smettila di difenderlo tanto lo sai anche tu che verrà fuori una schifezza,"‪Bullo2 : Stop defending him, you know it will be a piece of crap.",empty,‪Bullo2 ," Stop defending him, you know it will be a piece of crap.",‪Bullo2,"Stop defending him, you know it will be a piece of crap.",‪Bullo2,"Stop defending him, you know it will be a piece of crap."
A_1,86,‪SupportoVittima3‬ : Se si vergognava non vi avrebbe invitato,‪SupportoVittima3 : If he were ashamed he wouldn't have invited you.,empty,‪SupportoVittima3 , If he were ashamed he wouldn't have invited you.,‪SupportoVittima3,If he were ashamed he wouldn't have invited you.,‪SupportoVittima3,If he were ashamed he wouldn't have invited you.
A_1,87,‪SupportoVittima3‬ : Non è vero,‪SupportoVittima3 : It's not true!,empty,‪SupportoVittima3 , It's not true!,‪SupportoVittima3,It's not true!,‪SupportoVittima3,It's not true!
A_1,88,‪Bullo2‬ : Rido solo a pensarci,‪Bullo2 : I laugh just thinking about it.,empty,‪Bullo2 , I laugh just thinking about it.,‪Bullo2,I laugh just thinking about it.,‪Bullo2,I laugh just thinking about it.
A_1,89,‪SupportoVittima3‬ : Comunque anche se sbaglierà dei passi si sarà impegnato e gia questo é un miglioramento,"‪SupportoVittima3 : However, even if he misses some steps, he will have put in some effort and this is already an improvement.",empty,‪SupportoVittima3 ," However, even if he misses some steps, he will have put in some effort and this is already an improvement.",‪SupportoVittima3,"However, even if he misses some steps, he will have put in some effort and this is already an improvement.",‪SupportoVittima3,"However, even if he misses some steps, he will have put in some effort and this is already an improvement."
A_1,90,‪SupportoVittima1‬ : Ma che ne sai ? Lo hai già visto ballare ?,‪SupportoVittima1 : How do you know? Have you seen him dance yet?,empty,‪SupportoVittima1 , How do you know? Have you seen him dance yet?,‪SupportoVittima1,How do you know? Have you seen him dance yet?,‪SupportoVittima1,How do you know? Have you seen him dance yet?
A_1,91,WA0005 . jpg ( file allegato ),WA0005 . jpg (file attached),empty,empty,WA0005 . jpg (file attached),empty,WA0005 . jpg (file attached),empty,WA0005 . jpg (file attached)
A_1,92,‪SupportoBullo2‬ : ‎Vittima al saggio &#128514; &#128514;,‪SupportoBullo2 : Vittima at the recital  &#128514;  &#128514,empty,‪SupportoBullo2 , Vittima at the recital  &#128514;  &#128514,‪SupportoBullo2,Vittima at the recital 😂 &#128514,‪SupportoBullo2,Vittima at the recital  &#128514
A_1,93,‪Bullo2‬ : &#128514; &#128514; &#128514;,‪Bullo2‬ : &#128514; &#128514; &#128514;,empty,‪Bullo2‬ , &#128514; &#128514; &#128514;,‪Bullo2‬,😂 😂 😂,‪Bullo2‬,  
A_1,94,‪Bullo2‬ : Di sicuro un cane è più bravo di lui,‪Bullo2 : Surely a dog is better than him,empty,‪Bullo2 , Surely a dog is better than him,‪Bullo2,Surely a dog is better than him,‪Bullo2,Surely a dog is better than him
A_1,95,‪SupportoBullo2‬ : Con la grazia di un elefante &#128514;,‪SupportoBullo2 : With the grace of an elephant &#128514,empty,‪SupportoBullo2 , With the grace of an elephant &#128514,‪SupportoBullo2,With the grace of an elephant &#128514,‪SupportoBullo2,With the grace of an elephant &#128514
A_1,96,‪SupportoVittima1‬ : Ma se diventasse come Roberto Bolle ?,‪SupportoVittima1 : What if he became like Roberto Bolle?,empty,‪SupportoVittima1 , What if he became like Roberto Bolle?,‪SupportoVittima1,What if he became like Roberto Bolle?,‪SupportoVittima1,What if he became like Roberto Bolle?
A_1,97,Vittima : Vabbè . . . mi sa che c'è gente invidiosa . . .,Vittima : Ok . . ...I guess some people are jealous...,empty,Vittima , Ok . . ...I guess some people are jealous...,Vittima,Ok . . ...I guess some people are jealous...,Vittima,Ok . . ...I guess some people are jealous...
A_1,98,Vittima : Grazie a SupportoVittima1 e SupportoVittima3 . Per gli altri e le altre . . . vado ad allenarmi .,Vittima : Thanks SupportoVittima1 and SupportoVittima3. For the others . . ...I'm going to practice.,empty,Vittima , Thanks SupportoVittima1 and SupportoVittima3. For the others . . ...I'm going to practice.,Vittima,Thanks SupportoVittima1 and SupportoVittima3. For the others . . ...I'm going to practice.,Vittima,Thanks SupportoVittima1 and SupportoVittima3. For the others . . ...I'm going to practice.
A_1,99,"Vittima : Se volete vedere di persona , vi aspetto al saggio .","Vittima : If you want to see it  yourself , I will wait for you at the recital.",empty,Vittima ," If you want to see it  yourself , I will wait for you at the recital.",Vittima,"If you want to see it yourself , I will wait for you at the recital.",Vittima,"If you want to see it yourself , I will wait for you at the recital."
